rt,subj_idx,highDimCoh,irrDimCoh,lowDimCoh,errorLev,errorDim,response
0.83133756,10,-1,-1,1,0,0,3
1.645937314,10,-1,-1,1,0,0,3
1.778959884,10,1,-1,-1,0,0,3
3.491517903,10,-1,1,-1,0,0,3
1.928637857,10,-1,-1,-1,0,0,3
0.78143142,10,1,1,-1,0,0,3
1.662511821,10,-1,1,1,0,0,3
1.762444539,10,1,-1,-1,0,0,3
2.444058246,10,1,1,-1,0,0,3
0.748104315,10,1,1,1,0,0,3
0.8811619,10,1,1,1,0,0,3
0.71508419,10,1,1,1,0,0,3
1.379920547,10,-1,1,1,0,0,3
0.798153532,10,1,-1,1,0,0,3
1.213701573,10,-1,1,-1,0,0,3
2.011866876,10,1,1,1,0,0,3
0.881244908,10,1,1,-1,0,0,3
1.346760666,10,1,-1,1,0,0,3
0.81470872,10,1,-1,-1,0,0,3
1.180570367,10,-1,-1,1,0,0,3
6.98310825,10,-1,-1,-1,0,0,3
0.980844989,10,1,-1,-1,2,3,2
0.881221062,10,-1,-1,-1,0,0,3
1.662697458,10,-1,1,-1,0,0,3
1.46322352,10,-1,1,-1,2,3,2
1.164006425,10,-1,1,1,0,0,3
1.76249857,10,-1,1,1,0,0,3
1.47986534,10,1,-1,-1,0,0,3
1.263654197,10,-1,-1,-1,0,0,3
1.014221296,10,1,-1,1,0,0,3
5.121177591,11,-1,1,-1,2,3,2
7.880830963,11,1,-1,-1,0,0,3
2.460871243,11,1,1,-1,0,0,3
2.361121542,11,1,1,1,0,0,3
3.424982613,11,-1,1,-1,0,0,3
1.313543216,11,-1,-1,1,0,0,3
3.225559582,11,-1,1,-1,2,3,2
3.940565957,11,1,1,-1,0,0,3
2.677087459,11,1,-1,1,0,0,3
4.289717981,11,1,-1,1,0,0,3
6.035394188,11,-1,-1,-1,0,0,3
2.660297896,11,1,1,-1,0,0,3
5.220904048,11,1,-1,-1,0,0,3
4.123412536,11,-1,1,1,3,100,0
5.519999807,11,1,1,1,0,0,3
1.878707704,11,-1,1,1,0,0,3
1.563057227,11,1,1,1,0,0,3
2.892984009,11,-1,-1,-1,2,2,2
1.812325527,11,-1,-1,1,0,0,3
5.253999297,11,1,1,-1,0,0,3
3.55817832,11,1,1,1,0,0,3
4.140065056,11,-1,-1,-1,0,0,3
3.092682032,11,1,-1,-1,2,3,2
3.7576092,11,1,1,1,2,3,2
1.163742683,11,-1,-1,1,0,0,3
7.016308705,11,-1,-1,1,0,0,3
4.223293243,11,-1,1,-1,0,0,3
1.662686789,11,-1,1,1,0,0,3
1.679392737,11,1,1,-1,2,3,2
4.04030147,11,-1,-1,-1,0,0,3
5.653037039,11,-1,1,1,0,0,3
3.874018363,11,1,1,1,0,0,3
1.097496945,11,-1,1,1,0,0,3
2.527285416,11,1,-1,-1,1,1,1
2.893050115,11,1,-1,-1,0,0,3
1.064246844,11,1,1,1,0,0,3
4.672043134,11,-1,1,-1,0,0,3
0.947711505,11,1,-1,1,0,0,3
6.334629405,11,-1,1,1,2,3,2
2.84310131,11,-1,-1,1,0,0,3
1.247123911,11,1,1,-1,0,0,3
2.311348719,11,1,-1,1,0,0,3
1.413136555,11,-1,-1,1,2,3,2
3.092763533,11,-1,-1,-1,2,3,2
3.541456675,11,-1,-1,-1,2,2,2
3.508099717,11,-1,1,-1,0,0,3
6.351391498,11,1,-1,1,0,0,3
3.092557667,11,-1,1,-1,0,0,3
3.408640704,11,1,1,-1,2,2,2
3.574773789,11,1,1,-1,0,0,3
2.460817512,11,1,1,-1,3,100,0
3.37529431,11,1,1,-1,2,2,2
3.225683343,11,-1,-1,1,0,0,3
3.907111197,11,-1,1,1,0,0,3
1.729263663,11,1,1,-1,0,0,3
3.325336147,11,-1,-1,-1,0,0,3
5.336977547,11,1,-1,-1,2,3,2
2.693447781,11,1,1,1,0,0,3
4.32299193,11,1,-1,-1,0,0,3
6.218271256,11,1,-1,-1,0,0,3
1.879024653,11,-1,1,-1,0,0,3
3.608241831,11,1,1,-1,0,0,3
4.971308234,11,1,1,1,2,3,2
1.479843228,11,1,-1,1,0,0,3
1.413249148,11,1,-1,1,2,3,2
6.318149547,11,1,-1,1,0,0,3
4.13991292,11,-1,-1,-1,2,2,2
0.814659784,11,1,-1,-1,0,0,3
0.781348707,11,-1,-1,1,0,0,3
1.995361069,11,-1,-1,-1,0,0,3
0.648542999,11,-1,-1,1,0,0,3
0.89798879,11,-1,1,1,0,0,3
2.44402644,11,1,-1,1,0,0,3
2.344320207,11,1,1,-1,0,0,3
1.24689118,11,-1,1,-1,0,0,3
2.16147242,11,1,1,1,0,0,3
2.510561658,11,1,-1,-1,0,0,3
4.106490761,11,1,-1,-1,0,0,3
0.831274571,11,1,-1,1,0,0,3
0.698359591,11,-1,1,1,0,0,3
5.054393643,11,-1,-1,1,2,3,2
2.527343675,11,-1,1,-1,0,0,3
6.002176687,11,-1,1,1,0,0,3
0.897999053,11,1,1,1,0,0,3
1.014310415,11,1,-1,-1,0,0,3
0.814808297,11,-1,1,-1,0,0,3
2.294483994,11,1,1,1,2,3,2
0.997787693,11,1,1,1,1,1,1
5.752748706,11,1,-1,-1,2,3,2
2.411102646,11,-1,-1,1,0,0,3
5.021284206,11,-1,-1,-1,0,0,3
3.159200346,11,1,-1,-1,0,0,3
1.097318548,11,1,1,1,0,0,3
2.444260681,11,1,-1,1,0,0,3
4.705319195,11,-1,1,1,2,3,2
1.745793327,11,-1,1,1,0,0,3
1.762412039,11,-1,1,1,0,0,3
2.477551231,11,-1,-1,1,0,0,3
2.128289029,11,-1,1,1,0,0,3
1.99521165,11,-1,-1,1,0,0,3
1.446682476,11,-1,1,-1,2,2,2
1.147545061,11,-1,1,-1,2,2,2
0.980981831,11,-1,1,1,0,0,3
5.054457334,11,-1,1,-1,0,0,3
1.230390494,11,1,-1,-1,0,0,3
2.726795684,11,1,1,-1,2,2,2
1.928803815,11,-1,-1,1,0,0,3
1.230314728,11,-1,-1,1,0,0,3
1.662684374,11,1,-1,1,0,0,3
4.455949773,11,-1,-1,1,0,0,3
2.926338854,11,-1,-1,-1,2,3,2
2.493941739,11,1,1,1,0,0,3
2.543934012,11,1,-1,1,3,100,0
8.280044989,11,1,-1,1,0,0,3
5.636284605,11,1,1,-1,2,3,2
1.296922391,11,-1,1,1,0,0,3
1.213895543,11,-1,-1,-1,0,0,3
4.056839586,11,-1,1,-1,0,0,3
1.230268242,11,-1,-1,-1,0,0,3
6.384575795,11,-1,1,-1,0,0,3
4.189930247,11,-1,-1,-1,0,0,3
0.71510146,11,1,1,1,0,0,3
2.743501331,11,1,-1,1,2,3,2
3.342122691,11,1,-1,-1,0,0,3
5.603096686,11,1,1,-1,2,3,2
7.831153527,11,1,-1,1,0,0,3
3.9074695,11,-1,-1,-1,0,0,3
4.106876533,11,-1,-1,-1,2,2,2
5.087685098,11,-1,1,-1,2,3,2
3.641180416,11,1,1,1,0,0,3
3.026117533,11,1,-1,-1,0,0,3
2.111469281,11,1,1,1,0,0,3
4.35629063,11,1,1,-1,0,0,3
2.676825145,11,-1,1,-1,0,0,3
1.828888093,11,-1,1,1,0,0,3
5.32048652,11,-1,-1,-1,2,3,2
1.829010043,11,-1,-1,1,0,0,3
4.522471408,11,-1,-1,-1,0,0,3
2.976037421,11,-1,1,-1,2,3,2
5.037898994,11,-1,1,1,0,0,3
1.29696435,11,-1,-1,1,0,0,3
9.094749749,11,-1,-1,-1,0,0,3
1.313645546,11,1,1,-1,0,0,3
5.686164889,11,-1,-1,1,0,0,3
1.87875751,11,1,1,-1,0,0,3
1.047708728,11,1,1,1,0,0,3
3.375006037,11,1,1,-1,2,3,2
1.446555696,11,1,1,-1,0,0,3
1.463272813,11,-1,-1,-1,0,0,3
3.574786769,11,1,-1,1,2,3,2
1.313543518,11,1,1,1,2,3,2
1.92867613,11,1,1,1,0,0,3
6.118481106,11,1,-1,-1,0,0,3
0.731525474,11,-1,1,1,0,0,3
0.748336167,11,-1,1,1,1,1,1
1.79592053,11,1,1,1,0,0,3
0.814836068,11,1,-1,1,0,0,3
0.798324817,11,1,1,1,0,0,3
6.16846553,11,-1,1,-1,0,0,3
1.380048852,11,-1,1,1,0,0,3
4.007104194,11,1,-1,1,0,0,3
1.097319454,11,-1,-1,1,0,0,3
2.178068191,11,1,-1,-1,0,0,3
4.223303506,11,1,-1,1,0,0,3
2.676808241,11,-1,-1,-1,0,0,3
1.862174116,11,1,1,-1,0,0,3
1.912131373,11,-1,1,-1,0,0,3
6.850197052,11,1,-1,-1,0,0,3
2.211367495,11,-1,1,1,0,0,3
2.427600313,11,1,1,1,0,0,3
2.776733321,11,1,-1,-1,2,2,2
3.225610595,11,1,1,-1,0,0,3
2.543853416,11,1,-1,-1,0,0,3
1.130635058,11,1,1,1,0,0,3
1.230357893,11,1,1,-1,0,0,3
0.947627287,11,1,-1,1,0,0,3
4.106735868,11,-1,1,-1,2,3,2
2.22793308,11,1,-1,-1,2,3,2
2.876475777,11,-1,-1,1,2,3,2
1.895541036,11,-1,1,1,0,0,3
2.277953123,11,1,1,1,0,0,3
1.779245974,11,1,-1,-1,2,3,2
3.774299753,11,1,1,1,2,3,2
6.151665403,11,-1,1,1,0,0,3
5.054339308,11,-1,-1,-1,0,0,3
1.030922788,11,-1,1,-1,0,0,3
0.681682923,11,1,-1,1,0,0,3
0.698502671,11,1,-1,1,0,0,3
0.764931032,11,-1,-1,-1,0,0,3
0.515512106,11,-1,1,-1,0,0,3
1.895349055,11,-1,1,-1,0,0,3
0.63175072,11,-1,1,1,0,0,3
4.073502671,11,1,-1,-1,2,2,2
0.764897224,11,-1,1,-1,1,1,1
4.040124884,11,1,-1,-1,0,0,3
2.327829482,11,1,-1,-1,0,0,3
5.786179619,11,-1,-1,1,0,0,3
1.330176417,11,-1,-1,1,0,0,3
2.261092926,11,1,-1,-1,0,0,3
2.427693285,11,-1,-1,1,0,0,3
2.061775846,11,1,-1,1,0,0,3
1.745793629,11,-1,1,-1,0,0,3
0.947865452,11,1,1,1,0,0,3
0.748125169,11,-1,-1,1,0,0,3
2.676966414,11,-1,1,1,0,0,3
3.774235458,11,1,1,1,0,0,3
4.439252881,11,1,-1,1,0,0,3
4.821636896,11,-1,1,-1,2,3,2
1.147240488,11,-1,-1,-1,0,0,3
8.612405338,11,-1,-1,-1,0,0,3
2.178251418,11,1,-1,1,0,0,3
1.895437499,11,1,1,-1,0,0,3
2.144804204,11,-1,-1,-1,0,0,3
0.931130223,11,-1,1,1,0,0,3
2.078288003,11,1,-1,-1,2,2,2
1.579664468,11,1,1,-1,0,0,3
2.078286191,11,1,-1,1,2,3,2
6.584188694,11,1,1,-1,0,0,3
0.99774,11,-1,1,-1,2,2,2
7.066054663,11,-1,-1,-1,2,3,2
1.11396986,11,1,-1,1,0,0,3
8.063939856,11,-1,-1,-1,0,0,3
3.491520548,11,-1,-1,-1,0,0,3
1.529520966,11,-1,-1,1,0,0,3
6.401301968,11,1,-1,-1,0,0,3
2.244570205,11,1,1,-1,0,0,3
1.363557826,11,-1,-1,1,0,0,3
4.472484871,11,-1,1,1,0,0,3
1.928796872,11,-1,-1,-1,2,2,2
2.377402174,11,1,1,-1,0,0,3
4.040373312,11,-1,-1,1,2,3,2
1.795615353,11,-1,-1,-1,0,0,3
2.909621436,11,-1,1,-1,2,2,2
4.788399774,11,1,1,-1,0,0,3
1.446567167,11,1,-1,-1,0,0,3
2.294677786,11,-1,1,-1,0,0,3
1.379992405,11,1,1,1,0,0,3
3.92399192,11,1,1,1,0,0,3
1.961900875,11,-1,1,1,0,0,3
2.893101129,11,-1,-1,-1,0,0,3
1.263696137,11,1,-1,-1,0,0,3
3.491444782,11,-1,1,1,0,0,3
2.327712664,11,1,-1,1,0,0,3
2.161574447,11,1,-1,1,0,0,3
2.643556933,11,1,-1,1,2,3,2
4.788487614,11,1,1,-1,0,0,3
2.843095575,11,1,1,1,0,0,3
1.180511719,11,-1,-1,1,0,0,3
1.878979978,11,-1,1,1,0,0,3
4.971364078,11,-1,1,-1,2,3,2
0.831332226,11,1,-1,1,0,0,3
5.320472937,11,-1,-1,1,2,3,2
1.463048232,11,-1,-1,1,0,0,3
5.802868965,11,-1,-1,1,0,0,3
2.510619313,11,1,1,-1,2,2,2
4.555810255,11,-1,1,1,2,3,2
1.413327027,11,-1,-1,1,0,0,3
2.194828171,11,-1,-1,-1,2,2,2
0.83151666,11,-1,1,-1,1,1,1
1.845581967,11,1,-1,1,0,0,3
4.987944454,11,1,-1,-1,2,2,2
3.142533035,11,-1,-1,-1,0,0,3
1.745843435,11,1,-1,1,2,3,2
4.455921097,11,1,-1,-1,2,3,2
2.444165294,11,-1,-1,1,0,0,3
5.869275291,11,1,1,1,2,3,2
4.73869668,11,1,1,-1,0,0,3
5.121093976,11,1,-1,-1,0,0,3
4.572280152,11,1,-1,-1,2,3,2
1.446498947,11,-1,1,1,0,0,3
1.828905299,11,1,-1,-1,0,0,3
6.933269481,11,-1,1,-1,0,0,3
3.142465419,11,-1,-1,-1,2,2,2
2.028433075,11,1,-1,1,0,0,3
1.795776846,11,1,1,1,0,0,3
5.087772033,11,-1,1,-1,2,2,2
1.479755086,11,-1,1,-1,0,0,3
3.32531713,11,-1,1,-1,0,0,3
6.88332309,11,-1,-1,-1,0,0,3
3.541488068,11,1,1,-1,0,0,3
6.650835599,11,-1,1,-1,0,0,3
2.228086423,11,-1,1,-1,2,3,2
2.277730353,11,-1,1,1,0,0,3
2.826441848,11,-1,1,1,0,0,3
1.878930172,11,1,1,1,0,0,3
0.831460515,11,1,-1,1,0,0,3
0.764956388,11,-1,-1,1,0,0,3
3.624612416,11,1,1,1,0,0,3
2.044998358,11,1,1,1,0,0,3
4.971282878,11,1,-1,-1,2,3,2
1.296897941,11,-1,-1,1,2,3,2
3.608046529,11,-1,1,1,0,0,3
2.361117014,11,1,-1,-1,0,0,3
1.14726192,11,-1,-1,-1,0,0,3
1.06419915,11,1,-1,1,0,0,3
2.394375869,11,-1,-1,-1,0,0,3
0.981030128,11,1,-1,1,0,0,3
2.061775544,11,1,-1,1,0,0,3
1.978488797,11,-1,-1,-1,0,0,3
2.045095254,11,1,-1,-1,2,2,2
4.539187318,11,1,-1,-1,2,3,2
3.325252231,11,-1,-1,-1,0,0,3
4.688723425,11,-1,-1,-1,0,0,3
6.88340429,11,1,-1,-1,0,0,3
1.064074786,11,-1,-1,1,0,0,3
3.292159095,11,-1,-1,1,0,0,3
1.080868272,11,-1,1,1,0,0,3
0.781682862,11,1,-1,1,0,0,3
1.812268476,11,-1,-1,1,0,0,3
1.679377041,11,-1,-1,-1,0,0,3
1.446558715,11,1,1,-1,0,0,3
5.553194065,11,-1,1,-1,0,0,3
0.931194217,11,1,1,1,0,0,3
2.078275626,11,-1,1,-1,0,0,3
1.828930957,11,1,1,1,0,0,3
2.444241664,11,-1,-1,1,0,0,3
1.130686977,11,-1,1,1,0,0,3
0.814779017,11,-1,-1,1,0,0,3
1.263610409,11,1,1,1,0,0,3
5.120985006,11,-1,1,1,0,0,3
2.627018213,11,1,1,1,0,0,3
2.244664082,11,1,-1,1,0,0,3
2.294550705,11,1,-1,-1,0,0,3
1.646055399,11,1,1,-1,0,0,3
1.313496127,11,1,1,1,0,0,3
1.163918665,11,-1,1,1,0,0,3
1.695812827,11,1,-1,-1,0,0,3
1.646321938,11,-1,1,1,0,0,3
4.239742311,11,1,1,-1,2,3,2
1.147406207,11,-1,1,-1,0,0,3
1.130735274,11,1,1,-1,0,0,3
1.845645357,11,-1,-1,1,2,3,2
1.080787073,11,-1,1,1,0,0,3
4.322939105,11,-1,-1,-1,2,3,2
1.4464751,11,-1,-1,-1,0,0,3
2.344591878,11,-1,1,-1,2,2,2
1.247025204,11,1,1,1,0,0,3
1.895605935,11,1,1,1,0,0,3
1.097360808,11,-1,-1,1,3,100,0
1.479930766,11,-1,-1,1,0,0,3
0.66515356,11,-1,1,1,0,0,3
1.16382992,11,-1,1,-1,0,0,3
1.380010819,11,1,1,-1,2,3,2
1.463304206,11,-1,-1,1,0,0,3
0.947698827,11,1,-1,1,0,0,3
0.831434555,11,1,1,-1,2,2,2
2.577296102,11,-1,-1,-1,0,0,3
2.311178774,11,1,1,-1,2,3,2
4.356207921,11,-1,1,1,0,0,3
4.439201263,11,1,-1,1,0,0,3
2.194913597,11,-1,1,-1,0,0,3
3.10919449,11,-1,1,-1,0,0,3
1.54613515,11,1,1,-1,0,0,3
3.790964649,11,1,1,-1,0,0,3
0.781551857,11,-1,1,1,0,0,3
0.748296925,11,1,1,1,0,0,3
1.746071941,11,-1,-1,1,0,0,3
1.280411141,11,-1,-1,1,0,0,3
0.781631849,11,1,-1,-1,1,1,1
0.981047937,11,-1,-1,1,0,0,3
4.68871286,11,1,1,-1,0,0,3
2.444193065,11,1,-1,1,0,0,3
1.911964446,11,1,-1,-1,0,0,3
0.814737964,11,1,-1,1,0,0,3
1.895428443,11,-1,1,-1,0,0,3
0.997788599,11,1,1,-1,0,0,3
1.496499973,11,-1,1,-1,0,0,3
1.396612626,11,-1,-1,-1,0,0,3
0.89787499,11,1,-1,-1,0,0,3
0.814718947,11,-1,1,1,0,0,3
1.529628729,11,-1,-1,-1,0,0,3
2.11170654,11,1,1,-1,2,2,2
1.995326657,11,1,1,-1,0,0,3
2.028538121,11,1,1,1,0,0,3
1.047697861,11,-1,1,1,0,0,3
0.698467354,11,1,1,1,0,0,3
2.128297179,11,1,-1,1,0,0,3
1.380087792,11,1,1,-1,0,0,3
3.990356891,11,1,1,1,0,0,3
2.41090342,11,-1,-1,-1,0,0,3
1.662834397,11,1,-1,-1,0,0,3
2.228020618,11,-1,1,1,0,0,3
1.180399731,11,1,-1,1,0,0,3
1.296865341,11,1,-1,1,0,0,3
2.876422348,11,-1,1,-1,0,0,3
1.463002048,11,1,1,1,0,0,3
1.695831542,11,1,-1,-1,0,0,3
1.214013871,11,1,-1,-1,0,0,3
1.712695965,11,-1,-1,-1,0,0,3
1.862365795,11,1,1,-1,2,2,2
1.829036305,11,1,-1,-1,0,0,3
0.98106635,11,1,-1,1,0,0,3
1.396686581,11,-1,-1,1,2,3,2
2.178050985,11,1,-1,-1,0,0,3
2.311255747,11,-1,-1,1,0,0,3
2.74350767,11,-1,1,-1,0,0,3
1.01424793,11,1,1,-1,0,0,3
1.928488375,11,-1,-1,1,0,0,3
1.396612023,11,1,1,1,0,0,3
1.679352288,11,-1,-1,-1,0,0,3
1.662752594,11,-1,-1,-1,0,0,3
1.546372409,11,-1,1,-1,0,0,3
1.230587002,11,1,1,1,0,0,3
2.49390129,11,1,1,1,0,0,3
0.881205265,11,-1,1,1,0,0,3
1.16408529,11,-1,-1,1,0,0,3
1.147280333,11,1,-1,1,0,0,3
1.895745694,11,1,-1,-1,0,0,3
0.848101564,11,-1,1,-1,0,0,3
0.798199546,11,-1,1,1,0,0,3
0.881483878,11,-1,-1,1,0,0,3
3.475019258,11,1,-1,1,0,0,3
0.881418376,11,1,1,1,0,0,3
1.72931347,11,-1,1,1,0,0,3
2.028612981,11,1,-1,-1,0,0,3
1.546308415,11,1,1,-1,0,0,3
0.947887487,11,1,1,1,0,0,3
1.130526088,11,1,1,-1,0,0,3
1.363277703,11,1,-1,1,0,0,3
1.080902986,11,1,-1,1,0,0,3
1.596339627,11,-1,1,1,0,0,3
1.546192201,11,1,1,-1,0,0,3
1.61290974,11,-1,-1,-1,0,0,3
1.263611919,11,-1,1,1,0,0,3
1.396608098,11,1,1,1,0,0,3
1.529881382,11,1,-1,-1,0,0,3
0.814632616,11,-1,1,1,0,0,3
1.779098065,11,1,1,-1,0,0,3
3.408305341,11,-1,1,-1,0,0,3
1.463268587,11,1,1,-1,0,0,3
0.96457623,11,-1,-1,1,0,0,3
1.662826548,11,1,1,1,0,0,3
1.230547761,11,-1,-1,-1,0,0,3
1.513047447,11,1,1,-1,0,0,3
1.130607589,11,-1,-1,1,0,0,3
1.36337641,11,-1,1,1,2,3,2
2.80968881,11,1,-1,-1,0,0,3
1.945377248,11,-1,-1,1,2,3,2
0.99761322,11,-1,1,1,0,0,3
1.5131374,11,-1,-1,1,0,0,3
4.572387613,11,-1,1,-1,2,3,2
1.529650462,11,-1,1,-1,0,0,3
4.455902382,11,-1,1,1,0,0,3
1.446481741,11,1,-1,-1,0,0,3
1.296815232,11,1,1,1,0,0,3
0.981078425,11,1,-1,1,0,0,3
0.964585587,11,1,1,1,0,0,3
1.064143005,11,-1,1,-1,0,0,3
2.061649972,11,-1,-1,-1,0,0,3
2.560509256,11,1,1,1,0,0,3
1.030808384,11,1,-1,1,2,3,2
1.779095046,11,-1,1,-1,2,2,2
1.646132373,11,1,1,-1,0,0,3
1.230511236,11,1,1,1,0,0,3
0.864676205,11,1,1,1,0,0,3
2.943029408,11,-1,-1,-1,0,0,3
1.263886608,11,1,-1,-1,0,0,3
2.959454932,11,-1,1,-1,0,0,3
0.665084435,11,-1,-1,1,0,0,3
1.945414377,11,1,1,-1,2,2,2
1.363585899,11,-1,-1,1,0,0,3
1.878729136,11,-1,-1,1,0,0,3
1.197394555,11,1,-1,-1,0,0,3
1.11410962,11,1,1,1,0,0,3
1.695910025,11,1,1,-1,0,0,3
2.477690991,11,-1,1,-1,0,0,3
1.34678064,11,1,1,-1,2,2,2
1.995325148,11,-1,1,1,0,0,3
1.629314737,11,-1,-1,1,0,0,3
1.496544044,11,-1,1,1,0,0,3
1.66298291,11,-1,1,1,0,0,3
1.147231432,11,-1,1,1,0,0,3
2.294493956,11,-1,-1,-1,2,2,2
1.147139366,11,-1,1,1,0,0,3
6.966350844,11,-1,-1,1,0,0,3
1.962115797,11,-1,-1,-1,2,2,2
1.662652377,11,1,-1,1,0,0,3
3.42498865,11,1,1,-1,0,0,3
1.77901928,11,1,-1,1,0,0,3
1.945357929,11,1,1,-1,2,2,2
4.356095027,11,1,-1,1,0,0,3
1.064112819,11,1,-1,1,0,0,3
2.643706955,11,-1,-1,-1,0,0,3
2.228172452,11,-1,1,-1,0,0,3
1.396595722,11,-1,-1,-1,0,0,3
1.180652988,11,1,1,-1,0,0,3
1.297016269,11,1,-1,1,0,0,3
1.446494721,11,-1,-1,-1,2,3,2
1.529952922,11,1,1,1,0,0,3
4.239788193,11,1,-1,-1,0,0,3
0.748392614,11,1,1,1,0,0,3
5.120927352,11,-1,1,-1,0,0,3
0.997616843,11,-1,-1,-1,0,0,3
1.380353728,11,1,-1,1,0,0,3
1.130619663,11,-1,-1,-1,0,0,3
2.610339432,11,-1,1,-1,2,3,2
1.080774093,11,-1,-1,1,0,0,3
1.297232096,11,-1,-1,-1,0,0,3
1.912244569,11,1,-1,1,0,0,3
1.712489797,11,-1,1,1,0,0,3
0.814630202,11,1,-1,1,0,0,3
0.798076993,11,-1,-1,1,0,0,3
2.660464823,11,1,1,-1,0,0,3
1.047568364,11,1,-1,-1,0,0,3
1.878933794,11,-1,-1,-1,0,0,3
2.078327244,11,1,-1,-1,0,0,3
0.980973982,11,1,-1,1,0,0,3
1.862308744,11,1,-1,-1,3,100,0
2.394337835,11,-1,1,-1,0,0,3
0.91444299,11,1,-1,-1,0,0,3
2.227882368,11,-1,1,-1,2,3,2
2.361069321,11,-1,1,1,0,0,3
1.03078756,12,1,-1,-1,0,0,3
2.44412784,12,-1,1,-1,1,2,1
2.078408562,12,1,1,1,0,0,3
0.98105966,12,-1,1,1,0,0,3
1.978609261,12,1,1,-1,0,0,3
1.246906589,12,-1,-1,1,0,0,3
1.330029409,12,-1,1,-1,0,0,3
1.479839139,12,1,-1,-1,2,3,2
5.320230225,12,-1,-1,-1,2,3,2
3.15883558,12,1,1,-1,0,0,3
1.629614459,12,-1,-1,-1,0,0,3
0.84790166,12,-1,-1,1,0,0,3
1.280270118,12,-1,1,1,0,0,3
1.064382002,12,-1,1,-1,2,1,2
1.030888981,12,-1,1,-1,1,2,1
1.180639851,12,-1,-1,-1,0,0,3
0.931134353,12,-1,-1,-1,0,0,3
2.045048656,12,-1,-1,-1,2,3,2
3.009321661,12,-1,1,1,0,0,3
3.907161005,12,-1,-1,1,2,3,2
2.111692704,12,-1,-1,-1,1,2,1
1.263638913,12,1,1,-1,0,0,3
1.064114263,12,1,-1,-1,0,0,3
4.322738278,12,-1,1,1,1,2,1
1.047695861,12,1,1,1,0,0,3
0.864644247,12,-1,1,-1,2,3,2
1.413193582,12,1,1,-1,2,3,2
3.541360228,12,-1,1,1,0,0,3
1.579695188,12,1,1,1,0,0,3
1.097362787,12,1,1,-1,0,0,3
1.296827067,12,1,1,-1,0,0,3
2.211217324,12,1,-1,-1,0,0,3
1.613025211,12,1,-1,-1,0,0,3
1.629354266,12,1,-1,1,0,0,3
4.339475431,12,1,-1,1,0,0,3
1.11405738,12,1,1,-1,2,3,2
1.878955148,12,1,1,-1,2,3,2
1.878677146,12,1,1,1,0,0,3
1.197292185,12,-1,1,1,0,0,3
1.862183584,12,-1,-1,1,2,3,2
2.211315727,12,-1,1,-1,0,0,3
1.230277498,12,-1,1,-1,0,0,3
1.147352086,12,1,1,1,0,0,3
1.147321298,12,1,-1,-1,0,0,3
9.260746005,12,-1,-1,-1,3,100,0
1.330286885,12,-1,-1,1,0,0,3
1.280304528,12,-1,1,1,0,0,3
1.978648199,12,-1,-1,-1,2,3,2
2.394293388,12,1,1,-1,2,3,2
1.11397739,12,-1,1,1,1,2,1
2.095021354,12,-1,1,1,0,0,3
1.812194888,12,1,-1,1,1,2,1
1.16400442,12,1,-1,1,0,0,3
1.878946093,12,-1,1,1,0,0,3
2.095039767,12,-1,-1,-1,0,0,3
1.097379087,12,-1,1,1,0,0,3
1.197175068,12,1,-1,1,2,3,2
0.931115638,12,1,1,1,0,0,3
0.615411015,12,1,1,1,0,0,3
0.798257977,12,1,1,1,0,0,3
0.73166162,12,-1,-1,1,0,0,3
1.5796481,12,-1,1,-1,2,3,2
1.413267233,12,1,-1,-1,0,0,3
3.375139039,12,1,-1,-1,2,3,2
1.263705621,12,1,-1,1,0,0,3
1.446423693,12,1,-1,-1,0,0,3
0.681805436,12,1,1,1,0,0,3
0.914375165,12,-1,1,-1,0,0,3
1.213649311,12,1,1,1,0,0,3
1.180687543,12,1,-1,1,0,0,3
0.714931108,12,-1,-1,1,0,0,3
2.859776651,12,1,1,1,0,0,3
1.928718062,12,-1,-1,1,0,0,3
0.947767067,12,1,1,-1,0,0,3
1.662795973,12,1,1,1,0,0,3
2.893180023,12,-1,-1,1,1,2,1
0.864683185,12,1,1,1,1,2,1
1.546269177,12,-1,1,-1,0,0,3
1.064175236,12,1,-1,-1,2,1,2
1.712624992,12,1,1,-1,0,0,3
1.113892571,12,1,1,1,2,3,2
0.881178558,12,1,-1,1,0,0,3
0.931217965,12,-1,-1,1,0,0,3
0.814736748,12,1,-1,1,0,0,3
0.814677284,12,1,-1,-1,0,0,3
0.631825795,12,1,-1,1,0,0,3
0.864735103,12,1,1,-1,2,1,2
2.311043792,12,-1,-1,1,1,2,1
0.814641666,12,-1,1,1,0,0,3
0.631910614,12,1,-1,1,0,0,3
1.446493722,12,-1,-1,1,0,0,3
1.845756127,12,-1,-1,-1,1,2,1
0.798239564,12,-1,1,-1,1,2,1
1.047540409,12,-1,1,-1,0,0,3
2.5439368,12,-1,-1,1,0,0,3
2.277855638,12,-1,-1,-1,0,0,3
0.681763479,12,1,-1,1,0,0,3
2.177954613,12,1,-1,1,0,0,3
0.814738861,12,-1,1,1,0,0,3
3.674272222,12,-1,1,1,1,2,1
2.859705717,12,1,-1,-1,2,1,2
1.396643876,12,-1,-1,-1,2,1,2
1.213888073,12,-1,1,-1,0,0,3
2.178057845,12,1,1,1,0,0,3
3.275237411,12,-1,-1,-1,2,3,2
2.311047716,12,-1,-1,-1,0,0,3
0.981036418,12,1,1,-1,0,0,3
