rt,subj_idx,highDimCoh,irrDimCoh,lowDimCoh,errorLev,errorDim,response
2.510467657,18,-1,-1,1,2,3,2
1.396654129,18,1,-1,1,0,0,3
3.059241714,18,1,1,-1,0,0,3
1.862230257,18,1,-1,1,0,0,3
1.130528395,18,-1,-1,1,0,0,3
0.931033327,18,1,1,1,0,0,3
1.263982005,18,-1,1,1,0,0,3
1.94522474,18,-1,-1,-1,0,0,3
1.778930605,18,1,1,1,0,0,3
3.541354316,18,-1,-1,1,3,100,0
1.097273432,18,-1,1,1,0,0,3
1.16391104,18,1,1,-1,0,0,3
1.46321054,18,1,-1,1,0,0,3
1.562835976,18,1,-1,1,0,0,3
1.197017796,18,1,-1,-1,0,0,3
4.43930896,18,1,1,-1,1,2,1
0.964317872,18,1,1,1,0,0,3
0.731623079,18,1,-1,1,0,0,3
1.878949953,18,-1,1,-1,1,2,1
1.114039915,18,1,1,1,0,0,3
1.546342968,18,-1,-1,-1,2,3,2
1.263618881,18,-1,-1,1,0,0,3
3.990227953,18,-1,1,-1,0,0,3
2.277883039,18,1,1,-1,0,0,3
1.147177761,18,-1,1,1,0,0,3
2.527267042,18,1,-1,-1,1,2,1
1.263659027,18,-1,1,1,0,0,3
2.244526353,18,1,-1,1,0,0,3
1.429794993,18,-1,-1,1,0,0,3
1.679217633,18,-1,1,1,0,0,3
4.971130897,18,-1,-1,-1,0,0,3
1.629578025,18,-1,-1,-1,0,0,3
0.748382318,18,1,1,1,0,0,3
0.864659836,18,1,1,-1,0,0,3
0.98103455,18,-1,1,1,2,3,2
1.579564426,18,-1,1,1,3,100,0
1.430027115,18,-1,-1,-1,0,0,3
0.997506127,18,1,-1,1,0,0,3
1.645968706,18,1,-1,-1,0,0,3
3.641124338,18,-1,-1,-1,0,0,3
4.555419254,18,-1,-1,-1,2,1,2
1.646098501,18,-1,-1,1,1,2,1
0.997780809,18,-1,1,-1,0,0,3
1.413383183,18,1,-1,1,0,0,3
4.007223841,18,1,-1,-1,0,0,3
1.463249479,18,1,1,-1,0,0,3
1.080631612,18,1,1,1,0,0,3
2.64358048,18,-1,1,-1,0,0,3
1.213713646,18,1,-1,-1,0,0,3
1.296885918,18,1,-1,1,0,0,3
3.823993886,18,-1,1,-1,0,0,3
1.330232644,18,1,1,1,0,0,3
1.163948168,18,1,1,1,0,0,3
1.313463444,18,1,-1,1,0,0,3
2.094826647,18,-1,1,1,0,0,3
2.311124721,18,-1,1,-1,0,0,3
1.546077945,18,1,-1,-1,0,0,3
0.798017398,18,1,1,1,0,0,3
0.731788794,18,1,-1,1,0,0,3
2.128192992,18,1,1,1,0,0,3
1.463113949,18,-1,-1,-1,0,0,3
0.997552611,18,1,-1,-1,0,0,3
1.562917475,18,1,-1,-1,0,0,3
1.779320895,18,1,-1,-1,0,0,3
0.947698691,18,-1,1,-1,0,0,3
1.895522348,18,-1,1,1,2,1,2
0.997711686,18,1,1,-1,0,0,3
1.296956853,18,-1,1,1,0,0,3
1.280408908,18,-1,-1,1,0,0,3
2.028395201,18,-1,1,-1,0,0,3
0.781735382,18,1,1,1,0,0,3
1.330016822,18,1,-1,-1,0,0,3
1.695936423,18,-1,-1,-1,0,0,3
1.163863046,18,1,1,1,0,0,3
1.463286304,18,-1,-1,1,1,2,1
1.51315411,18,-1,-1,1,0,0,3
1.812336492,18,-1,-1,-1,0,0,3
2.361009128,18,-1,-1,-1,0,0,3
1.313829587,18,-1,1,1,0,0,3
3.258690297,18,1,-1,-1,3,100,0
1.130778929,18,-1,1,-1,0,0,3
2.211443443,18,-1,-1,-1,0,0,3
1.280463543,18,-1,-1,1,3,100,0
1.828866326,18,-1,-1,-1,3,100,0
1.496295563,18,1,-1,-1,1,2,1
1.446666822,18,-1,1,1,0,0,3
0.798219335,18,1,-1,1,2,3,2
1.280179201,18,-1,-1,1,2,1,2
2.643481474,18,1,1,-1,0,0,3
1.330221475,18,-1,1,-1,2,3,2
1.695899296,18,1,1,-1,3,100,0
0.981047831,18,1,-1,1,0,0,3
3.275341172,18,-1,1,1,0,0,3
2.56052774,18,-1,1,-1,0,0,3
1.562790095,18,-1,1,-1,0,0,3
1.130498512,18,-1,-1,-1,1,2,1
1.546302822,18,1,1,-1,0,0,3
2.660411559,18,1,1,-1,0,0,3
1.064153696,18,1,1,1,0,0,3
0.665224836,18,-1,1,-1,0,0,3
0.781501751,18,-1,1,-1,0,0,3
1.529652249,18,-1,-1,1,0,0,3
1.296902218,18,1,-1,1,0,0,3
1.330206081,18,1,1,-1,1,2,1
0.76501961,18,1,1,1,0,0,3
1.330231135,18,1,1,1,0,0,3
1.064288321,18,-1,-1,1,0,0,3
1.330371192,18,1,1,1,0,0,3
1.147430106,18,-1,1,1,0,0,3
1.313590221,18,-1,1,1,0,0,3
0.798307776,18,-1,1,1,2,3,2
0.79810433,18,1,-1,-1,2,3,2
2.992755935,18,-1,1,-1,0,0,3
1.064246666,18,1,-1,-1,0,0,3
1.679033203,18,-1,-1,-1,0,0,3
1.296845773,18,1,-1,1,0,0,3
1.346747989,18,-1,-1,-1,0,0,3
1.313529549,18,-1,-1,1,0,0,3
1.097286411,18,-1,1,1,0,0,3
1.113836771,18,-1,-1,-1,0,0,3
1.413218071,18,1,-1,1,0,0,3
0.881295015,18,-1,-1,1,0,0,3
0.798102519,18,1,-1,1,0,0,3
1.113964452,18,1,-1,-1,0,0,3
0.964526751,18,-1,1,1,0,0,3
1.54630735,18,-1,-1,-1,0,0,3
0.764891626,18,1,1,1,0,0,3
0.781542199,18,1,1,1,0,0,3
2.011715046,18,-1,1,-1,0,0,3
1.546265695,18,-1,-1,-1,1,2,1
0.9477491,18,-1,1,1,0,0,3
1.579463307,18,-1,1,-1,2,3,2
1.147135502,18,-1,-1,1,0,0,3
0.997720439,18,1,-1,1,0,0,3
1.147308159,18,1,1,-1,2,1,2
0.798018605,18,1,1,1,0,0,3
0.81467763,18,1,-1,-1,0,0,3
0.931080416,18,-1,1,-1,0,0,3
1.562878537,18,1,1,-1,0,0,3
3.075796601,18,1,-1,-1,0,0,3
3.1590875,18,1,1,1,0,0,3
1.612882174,18,-1,1,-1,0,0,3
0.781494205,18,1,1,1,0,0,3
3.125680706,18,1,-1,-1,0,0,3
1.330079003,18,1,1,-1,0,0,3
1.330032518,18,-1,1,-1,2,1,2
1.778889855,18,-1,1,1,0,0,3
1.72920014,18,1,1,-1,0,0,3
1.995321045,18,1,-1,-1,0,0,3
1.446522236,18,1,1,-1,1,2,1
2.544064917,18,-1,1,-1,1,2,1
1.828957182,18,-1,-1,1,0,0,3
1.030790671,18,-1,1,-1,0,0,3
0.798038829,18,1,-1,1,0,0,3
1.296913387,18,-1,1,-1,0,0,3
1.413158909,18,-1,-1,1,0,0,3
1.047784144,18,-1,-1,1,0,0,3
2.460593513,18,1,1,-1,0,0,3
1.662637088,18,1,-1,-1,0,0,3
1.246990343,18,-1,-1,1,0,0,3
1.296774838,18,1,-1,1,0,0,3
0.914531566,18,1,1,-1,1,2,1
2.610234962,18,-1,1,1,1,2,1
1.662782278,18,1,-1,-1,0,0,3
0.798122139,18,1,-1,1,0,0,3
1.247089651,18,-1,1,-1,0,0,3
1.130582426,18,1,1,-1,0,0,3
2.178012804,18,1,1,-1,0,0,3
0.947615381,18,1,-1,1,0,0,3
2.227886042,18,-1,-1,-1,2,3,2
0.764812541,18,1,-1,1,0,0,3
1.031002569,18,1,-1,-1,0,0,3
2.094899392,18,-1,-1,-1,0,0,3
1.529666436,18,-1,-1,1,0,0,3
1.097290939,18,-1,1,-1,2,1,2
1.862070881,18,1,-1,-1,0,0,3
1.246886809,18,-1,-1,-1,0,0,3
1.280370875,18,-1,-1,1,1,2,1
2.460657203,18,-1,1,-1,3,100,0
2.54411442,18,-1,1,1,0,0,3
2.593804437,18,-1,1,1,0,0,3
0.881187255,18,1,-1,1,0,0,3
2.178170671,18,1,1,-1,0,0,3
1.795707954,18,1,1,1,0,0,3
1.147338344,18,1,1,1,0,0,3
0.914684905,18,1,-1,-1,0,0,3
0.94777355,18,1,-1,1,0,0,3
2.095066315,18,-1,-1,-1,2,3,2
2.244654035,18,1,1,-1,0,0,3
2.643705747,18,-1,-1,-1,2,3,2
0.648384401,18,1,1,-1,2,1,2
1.030893602,18,1,1,1,0,0,3
0.848008358,18,1,-1,1,0,0,3
2.493980082,18,-1,-1,1,0,0,3
1.729025672,18,-1,1,-1,0,0,3
0.931057777,18,1,-1,1,0,0,3
1.047535119,18,1,-1,-1,0,0,3
2.111706927,18,-1,-1,-1,0,0,3
0.86460007,18,1,1,-1,2,1,2
3.890606441,18,-1,-1,1,0,0,3
1.413123895,18,1,1,-1,3,100,0
2.676702328,18,1,-1,-1,2,3,2
1.21372723,18,-1,1,-1,2,3,2
1.130866767,18,-1,-1,1,0,0,3
1.646043565,18,-1,-1,-1,3,100,0
1.313540717,18,-1,-1,-1,0,0,3
1.513165278,18,-1,1,1,1,2,1
1.047528479,18,1,1,1,0,0,3
0.914265939,18,-1,1,1,0,0,3
1.629367033,18,1,1,1,0,0,3
1.047455733,18,1,-1,1,0,0,3
1.280424604,18,-1,1,1,2,3,2
1.26358447,18,-1,-1,-1,0,0,3
0.731719973,18,1,-1,-1,0,0,3
1.47997642,18,-1,-1,1,0,0,3
0.947859275,18,-1,1,-1,2,1,2
1.662640107,18,-1,1,1,0,0,3
0.748162874,18,-1,-1,1,0,0,3
3.025992184,18,1,-1,-1,0,0,3
1.230492203,18,1,1,-1,0,0,3
0.798147193,18,1,-1,1,0,0,3
0.914567787,18,-1,-1,-1,0,0,3
1.57934287,18,-1,-1,-1,0,0,3
2.094827251,18,1,1,1,0,0,3
2.593719919,18,-1,1,-1,2,1,2
0.9310451,18,1,-1,1,0,0,3
0.897807945,18,1,1,1,0,0,3
2.128164317,18,-1,1,1,0,0,3
2.660322211,18,1,1,1,0,0,3
2.07841393,18,-1,-1,1,0,0,3
1.363401882,18,-1,1,1,0,0,3
8.462612276,19,1,-1,1,0,0,3
2.028451344,19,1,-1,-1,0,0,3
1.629388464,19,1,-1,-1,0,0,3
2.992685001,19,-1,-1,1,0,0,3
3.009341611,19,1,-1,1,0,0,3
1.36355341,19,-1,-1,-1,0,0,3
0.615280965,19,1,1,1,0,0,3
1.19695803,19,1,-1,1,0,0,3
5.569714201,19,1,-1,1,0,0,3
2.676820049,19,-1,-1,1,0,0,3
1.629563838,19,1,-1,1,0,0,3
2.443978256,19,-1,1,-1,0,0,3
1.429976706,19,1,-1,1,0,0,3
3.109085975,19,1,1,1,0,0,3
1.47987198,19,-1,-1,-1,1,3,1
2.627040685,19,1,-1,1,0,0,3
1.11408821,19,-1,1,1,1,3,1
0.864591015,19,-1,1,1,2,1,2
1.296729561,19,-1,-1,1,0,0,3
4.538908437,19,1,-1,-1,0,0,3
1.52949076,19,-1,1,1,2,1,2
0.814810444,19,1,1,-1,0,0,3
3.225379189,19,-1,1,1,0,0,3
2.593681282,19,1,1,-1,0,0,3
2.22804572,19,1,-1,-1,0,0,3
5.403462324,19,1,-1,1,0,0,3
3.125633316,19,1,1,1,0,0,3
3.474947622,19,-1,-1,1,0,0,3
2.560490311,19,1,1,1,0,0,3
0.831359293,19,-1,1,1,1,3,1
5.087735921,19,-1,-1,1,0,0,3
5.021005947,19,-1,1,1,0,0,3
4.888192859,19,1,1,-1,0,0,3
6.899731023,19,1,1,-1,0,0,3
6.101932163,19,1,1,1,2,1,2
1.995337646,19,-1,1,1,2,2,2
1.446652635,19,1,1,1,0,0,3
4.92130203,19,1,-1,-1,0,0,3
1.313580561,19,-1,-1,-1,1,3,1
1.779176007,19,1,-1,-1,0,0,3
1.164125957,19,-1,-1,-1,0,0,3
1.147242054,19,-1,-1,1,1,3,1
1.679344409,19,1,1,-1,0,0,3
0.798182811,19,-1,-1,1,0,0,3
0.798165002,19,1,-1,-1,0,0,3
1.878860606,19,-1,1,-1,0,0,3
1.829038682,19,1,1,1,0,0,3
1.19709024,19,-1,-1,1,0,0,3
1.462982644,19,1,-1,-1,0,0,3
1.113852768,19,1,1,-1,0,0,3
0.947643151,19,-1,-1,-1,2,2,2
2.244407424,19,1,1,-1,0,0,3
7.648117265,19,-1,1,-1,2,2,2
1.39662485,19,1,-1,1,0,0,3
1.230494014,19,-1,-1,-1,1,3,1
2.69341146,19,1,1,-1,0,0,3
1.280291791,19,-1,-1,1,0,0,3
3.391737015,19,1,-1,-1,0,0,3
0.914629968,19,1,1,1,0,0,3
0.864666175,19,1,1,1,3,100,0
0.848107062,19,-1,1,1,0,0,3
0.981100051,19,1,1,1,0,0,3
4.771455022,19,1,1,1,0,0,3
1.795792472,19,-1,-1,1,0,0,3
1.363374112,19,1,1,1,0,0,3
1.413358129,19,-1,1,1,0,0,3
0.964717218,19,1,1,1,0,0,3
3.940488433,19,-1,1,-1,0,0,3
0.980991385,19,-1,-1,1,3,100,0
5.902324506,19,-1,-1,-1,0,0,3
2.144864996,19,-1,-1,-1,0,0,3
1.679380027,19,-1,1,-1,0,0,3
6.70038688,19,1,-1,-1,0,0,3
0.631837663,19,-1,-1,-1,0,0,3
1.662766883,19,-1,1,-1,2,2,2
0.897976981,19,-1,1,-1,1,3,1
4.156303852,19,-1,1,1,0,0,3
1.978560599,19,-1,-1,-1,2,1,2
3.807314637,19,1,-1,-1,0,0,3
0.282660397,19,-1,-1,1,0,0,3
1.961824602,19,-1,1,-1,3,100,0
0.964502,19,-1,-1,1,0,0,3
2.577230533,19,1,-1,1,0,0,3
0.947697785,19,1,1,1,0,0,3
5.785673601,19,-1,-1,-1,0,0,3
1.779043194,19,1,-1,1,0,0,3
1.21355578,19,1,-1,-1,0,0,3
0.681844017,19,1,-1,1,0,0,3
3.059155084,19,1,1,-1,0,0,3
0.715212476,19,1,1,-1,3,100,0
1.995185514,19,1,1,-1,0,0,3
0.731665338,19,1,1,-1,1,3,1
4.439339447,19,-1,-1,-1,3,100,0
2.14477897,19,-1,-1,1,0,0,3
2.510632768,19,-1,1,-1,0,0,3
9.643028399,19,-1,-1,1,2,2,2
1.180491585,19,-1,1,-1,0,0,3
0.831518066,19,-1,1,-1,0,0,3
3.408436186,19,-1,-1,-1,0,0,3
1.662746961,19,-1,1,-1,3,100,0
5.004207769,19,1,-1,1,0,0,3
5.15417099,19,-1,1,-1,2,2,2
1.363317365,19,1,-1,1,0,0,3
0.71505793,19,-1,1,-1,0,0,3
2.410924022,19,1,1,-1,0,0,3
4.522304349,19,-1,-1,-1,2,2,2
1.961826112,19,1,1,-1,0,0,3
2.028523184,19,-1,1,1,0,0,3
4.355940486,19,-1,1,-1,0,0,3
2.643649905,19,1,-1,-1,0,0,3
1.413411255,19,1,1,1,0,0,3
0.964647189,19,-1,1,1,0,0,3
0.581786938,19,-1,1,1,0,0,3
1.047611789,19,1,1,1,0,0,3
1.047326542,19,-1,1,1,2,1,2
2.261080636,19,-1,1,1,0,0,3
6.001919455,19,-1,-1,1,0,0,3
1.346854541,19,1,-1,1,0,0,3
2.510427511,19,1,-1,-1,0,0,3
2.610479761,19,1,-1,-1,0,0,3
1.96200541,19,1,-1,-1,0,0,3
2.444033192,19,1,1,-1,0,0,3
0.83138314,19,-1,1,-1,0,0,3
1.962197989,19,-1,-1,-1,0,0,3
2.843245186,19,1,1,-1,0,0,3
2.194720124,19,-1,-1,-1,0,0,3
2.543749787,19,-1,1,1,0,0,3
3.940509261,19,1,-1,1,0,0,3
2.211351983,19,1,-1,-1,0,0,3
1.313369267,19,-1,1,-1,0,0,3
1.56298026,19,1,1,1,0,0,3
1.679336561,19,1,1,1,0,0,3
2.144700489,19,1,1,-1,0,0,3
1.596084903,19,-1,1,1,0,0,3
1.679456696,19,-1,-1,1,0,0,3
0.914472101,19,1,-1,-1,3,100,0
2.84306619,19,-1,-1,-1,0,0,3
2.693221295,19,-1,1,-1,0,0,3
1.064122606,19,1,1,-1,0,0,3
2.493964688,19,1,-1,-1,0,0,3
2.942858247,19,-1,1,1,2,2,2
3.026051044,19,-1,-1,-1,0,0,3
5.503081422,19,-1,-1,1,2,2,2
4.455904295,19,1,-1,1,0,0,3
0.99753118,19,1,1,-1,0,0,3
1.263447733,19,1,1,1,0,0,3
1.57960578,19,-1,1,-1,0,0,3
0.864555397,19,1,1,1,0,0,3
0.814688195,19,-1,1,-1,0,0,3
0.897718296,19,1,1,1,0,0,3
0.781521673,19,-1,1,-1,0,0,3
0.715099584,19,-1,-1,-1,3,100,0
0.9143248,19,1,1,-1,0,0,3
1.313654816,19,1,1,-1,0,0,3
1.213749868,19,-1,1,1,0,0,3
1.064259042,19,-1,1,-1,2,2,2
2.610448671,19,1,-1,1,0,0,3
5.652826706,19,1,1,1,0,0,3
0.914301859,19,-1,-1,1,0,0,3
1.845521125,19,1,1,-1,0,0,3
2.427578821,19,1,-1,-1,0,0,3
2.460551254,19,1,-1,-1,0,0,3
3.258655886,19,1,-1,-1,0,0,3
2.793287732,19,1,1,1,0,0,3
1.363509944,19,1,-1,-1,0,0,3
1.346744366,19,-1,-1,1,0,0,3
0.798165908,19,1,-1,1,0,0,3
0.831446226,19,-1,-1,1,0,0,3
1.03078886,19,1,-1,1,0,0,3
2.859813053,19,-1,-1,1,3,100,0
0.964389108,19,-1,-1,-1,2,2,2
3.308656203,19,-1,1,1,1,3,1
1.878813518,19,-1,-1,1,0,0,3
1.313575732,19,-1,-1,-1,0,0,3
1.197106841,19,1,1,1,0,0,3
0.848045485,19,-1,-1,1,2,2,2
1.729162711,19,1,-1,1,0,0,3
3.009258301,19,-1,-1,-1,0,0,3
4.389288721,19,1,-1,-1,0,0,3
1.795796396,19,-1,1,-1,0,0,3
7.332000571,19,-1,1,-1,3,100,0
1.130776213,19,1,1,-1,0,0,3
2.011630227,19,1,1,-1,0,0,3
4.937832166,19,-1,-1,-1,2,1,2
1.662698666,19,-1,-1,-1,2,1,2
5.885492522,19,-1,-1,1,0,0,3
0.964481776,19,-1,1,1,0,0,3
1.862289117,19,1,1,1,0,0,3
2.028378901,19,-1,-1,1,0,0,3
2.460740815,19,-1,1,-1,0,0,3
2.34428098,19,1,-1,1,0,0,3
0.981121784,19,1,1,1,0,0,3
1.230388066,19,-1,1,1,1,3,1
0.881150128,19,-1,1,-1,3,100,0
1.213822916,19,1,-1,-1,0,0,3
1.962060648,19,-1,1,-1,0,0,3
0.814728039,19,1,-1,1,0,0,3
1.030900544,19,-1,-1,-1,0,0,3
1.463120589,19,-1,-1,-1,0,0,3
1.845648204,19,-1,1,1,0,0,3
2.626977297,19,1,1,-1,0,0,3
5.536431467,19,-1,-1,-1,2,2,2
3.308676125,19,-1,-1,1,0,0,3
2.876172946,19,-1,1,1,0,0,3
0.964531279,19,1,-1,1,0,0,3
2.01172712,19,-1,1,-1,2,1,2
1.512835357,19,-1,1,1,0,0,3
0.93121987,19,-1,1,1,0,0,3
1.829061622,19,-1,-1,1,1,3,1
0.997612377,19,-1,1,-1,3,100,0
0.764935394,19,1,1,1,0,0,3
1.829061018,19,-1,1,1,0,0,3
4.090173047,19,-1,1,1,0,0,3
1.87869308,19,1,1,-1,0,0,3
0.997784733,19,1,1,1,0,0,3
0.748084997,19,1,-1,1,0,0,3
1.363318572,19,1,-1,-1,0,0,3
1.296974058,19,-1,-1,-1,0,0,3
1.745874861,19,-1,1,-1,0,0,3
1.197281612,19,-1,-1,-1,2,1,2
0.847965495,19,1,1,1,0,0,3
0.947821544,19,1,-1,1,0,0,3
0.914745274,19,-1,1,1,1,3,1
0.897989658,19,1,1,-1,0,0,3
0.814850589,19,1,1,-1,2,1,2
2.477389879,19,-1,1,-1,0,0,3
0.715012652,19,-1,-1,1,1,3,1
1.197117104,19,1,1,1,0,0,3
2.493886207,19,1,1,-1,0,0,3
0.99765041,19,-1,1,1,0,0,3
1.197191661,19,1,-1,-1,2,2,2
3.025961697,19,-1,1,1,2,2,2
1.596229488,19,-1,-1,-1,0,0,3
1.197080279,19,1,-1,1,0,0,3
1.662732473,19,1,-1,-1,0,0,3
0.96421464,19,1,-1,1,0,0,3
0.881128093,19,1,-1,1,0,0,3
0.847879468,19,1,1,-1,0,0,3
2.27773453,19,1,1,-1,0,0,3
3.840728373,19,1,-1,-1,0,0,3
0.931111506,19,-1,-1,-1,0,0,3
1.87877639,19,-1,-1,1,0,0,3
2.444164195,19,1,1,1,0,0,3
1.679347729,19,1,-1,1,1,3,1
3.557991004,19,1,-1,-1,0,0,3
6.351073178,19,-1,1,-1,2,2,2
1.546112054,19,1,-1,1,0,0,3
0.93113324,19,1,-1,1,0,0,3
1.446618828,19,-1,-1,1,0,0,3
1.496311561,19,-1,-1,1,3,100,0
1.097474161,19,1,-1,-1,0,0,3
1.38009562,19,1,-1,-1,0,0,3
0.631896524,19,1,1,1,0,0,3
1.080744202,19,-1,1,1,2,1,2
1.197165098,19,1,1,-1,0,0,3
1.76258671,19,-1,-1,-1,0,0,3
1.130540469,19,1,-1,1,0,0,3
2.82663325,19,-1,-1,-1,3,100,0
1.33027128,19,-1,-1,-1,0,0,3
1.862274326,19,-1,-1,-1,0,0,3
2.178209307,19,1,-1,-1,0,0,3
1.446436813,19,-1,-1,1,0,0,3
1.596188437,19,1,1,1,0,0,3
1.795725461,19,1,-1,1,0,0,3
1.047571945,19,-1,1,-1,0,0,3
2.344328672,19,-1,-1,1,0,0,3
0.848060275,19,1,1,-1,3,100,0
1.064251797,19,-1,1,1,0,0,3
1.180613531,19,-1,1,-1,2,2,2
0.848155358,19,-1,-1,-1,3,100,0
1.945356044,19,-1,-1,-1,0,0,3
1.130676301,19,-1,-1,1,0,0,3
1.097426167,19,-1,-1,-1,3,100,0
0.764838803,19,-1,-1,-1,0,0,3
1.662807331,19,1,-1,-1,0,0,3
1.097329576,19,-1,1,1,0,0,3
1.230248913,19,-1,1,1,0,0,3
2.227927094,19,-1,1,-1,0,0,3
4.987641111,19,1,-1,-1,0,0,3
1.69580361,19,-1,1,-1,0,0,3
1.679254458,19,1,1,1,0,0,3
1.180650055,19,1,-1,-1,0,0,3
0.964359225,19,1,1,-1,0,0,3
1.01430853,19,1,-1,-1,0,0,3
1.762360021,19,1,-1,-1,0,0,3
1.446609471,19,-1,1,-1,0,0,3
1.114111755,19,-1,-1,-1,0,0,3
1.596158554,19,1,-1,1,0,0,3
0.964312137,19,1,-1,1,0,0,3
0.831237649,19,1,1,1,0,0,3
4.422786069,19,-1,-1,-1,0,0,3
1.629513731,19,-1,-1,-1,0,0,3
0.814761242,19,-1,1,1,2,1,2
0.964365564,19,1,-1,1,0,0,3
1.313488498,19,-1,1,-1,0,0,3
0.665041917,19,-1,1,1,0,0,3
0.997667314,19,1,1,1,3,100,0
0.665086892,19,-1,-1,-1,0,0,3
1.313577241,19,1,-1,-1,0,0,3
0.731637266,19,-1,1,-1,3,100,0
0.665097155,19,1,1,-1,3,100,0
0.681882352,19,-1,-1,1,0,0,3
0.847927764,19,1,1,1,0,0,3
4.921113676,19,-1,-1,-1,0,0,3
1.246942651,19,1,-1,1,0,0,3
1.263728754,19,1,1,1,0,0,3
1.080592674,19,-1,-1,-1,0,0,3
0.914354079,19,1,-1,-1,0,0,3
1.213831971,19,1,1,-1,3,100,0
1.496444073,19,-1,-1,1,2,2,2
0.898012297,19,1,-1,-1,0,0,3
1.064163959,19,1,1,-1,0,0,3
0.897819113,19,-1,-1,-1,0,0,3
0.615434606,19,-1,-1,1,0,0,3
0.648340029,19,-1,-1,1,2,1,2
0.815004532,19,-1,1,-1,3,100,0
2.311074916,19,-1,1,1,1,3,1
1.313593843,19,1,1,1,0,0,3
3.07591553,19,1,1,1,0,0,3
0.565411651,19,-1,-1,1,0,0,3
1.014144022,19,1,1,-1,3,100,0
0.864549661,19,-1,1,1,3,100,0
1.280203048,19,1,1,-1,1,3,1
0.615231462,19,1,1,1,3,100,0
0.798180094,19,1,1,1,1,3,1
0.731682543,19,-1,1,-1,0,0,3
0.63174409,19,-1,1,1,0,0,3
1.529724693,19,1,-1,1,0,0,3
1.845523539,19,1,-1,-1,0,0,3
0.59871491,19,-1,1,-1,0,0,3
0.565446967,19,-1,-1,1,0,0,3
0.598716117,19,1,1,1,0,0,3
0.448920725,19,-1,-1,1,0,0,3
0.631866943,19,1,-1,-1,1,3,1
0.698248886,19,1,1,1,0,0,3
0.648520534,19,1,1,1,2,1,2
0.74827003,19,-1,1,1,2,2,2
0.715018085,19,-1,-1,-1,0,0,3
3.042520508,19,1,-1,1,3,100,0
0.748224149,19,1,1,-1,0,0,3
3.258846655,19,1,-1,1,0,0,3
0.881385569,19,-1,1,-1,0,0,3
2.477273063,19,-1,1,1,0,0,3
4.322757665,19,1,1,-1,0,0,3
1.479696002,19,1,-1,-1,0,0,3
1.562656074,19,-1,1,1,2,2,2
1.080599315,19,1,-1,-1,0,0,3
0.798116102,19,1,1,-1,0,0,3
0.914365549,19,1,-1,1,0,0,3
0.665156619,19,1,1,1,2,1,2
0.78149994,19,1,-1,1,0,0,3
1.845452304,19,1,-1,-1,0,0,3
1.712362723,19,-1,1,1,0,0,3
0.797959745,19,-1,-1,1,0,0,3
0.681885069,19,-1,1,-1,0,0,3
3.142487034,19,1,-1,1,0,0,3
7.82e-05,19,-1,-1,1,2,2,2
1.79562887,19,-1,1,-1,2,2,2
1.263587187,19,-1,1,1,2,2,2
0.914402073,19,-1,1,1,0,0,3
0.748254938,19,1,1,-1,0,0,3
1.363427237,19,1,-1,1,0,0,3
1.712698379,19,-1,1,-1,0,0,3
2.227930112,19,1,-1,-1,0,0,3
0.631886563,19,-1,1,1,0,0,3
1.645953916,19,1,1,-1,0,0,3
2.95959696,19,1,1,-1,0,0,3
1.928638159,19,-1,-1,1,0,0,3
2.410860633,19,-1,-1,-1,2,2,2
0.831480033,19,1,-1,1,0,0,3
0.914485986,19,-1,1,-1,0,0,3
8.262999488,19,-1,-1,1,0,0,3
1.41307741,19,-1,1,-1,0,0,3
0.997757265,19,1,1,-1,0,0,3
1.047397778,19,1,1,-1,0,0,3
0.498771929,19,1,-1,1,0,0,3
1.097336518,19,1,-1,1,0,0,3
0.615336203,19,1,1,1,0,0,3
0.897929288,19,1,1,-1,0,0,3
2.061773922,19,-1,-1,1,0,0,3
1.380002046,19,1,-1,-1,0,0,3
0.831490598,19,1,1,1,0,0,3
0.831517764,19,-1,-1,1,0,0,3
1.463147152,19,-1,1,1,0,0,3
3.208729221,19,1,-1,-1,0,0,3
1.197212791,19,-1,1,1,0,0,3
3.624453239,19,1,-1,-1,0,0,3
0.980986556,19,-1,1,-1,0,0,3
2.111455789,19,1,-1,1,0,0,3
0.76479926,19,1,-1,1,0,0,3
6.550787991,19,1,-1,1,0,0,3
1.313444428,19,1,1,-1,0,0,3
1.413289006,19,1,-1,1,0,0,3
4.322850333,19,-1,1,-1,2,2,2
1.380137878,19,-1,-1,1,0,0,3
0.931169461,19,-1,1,1,0,0,3
0.764855404,19,1,-1,-1,0,0,3
1.113978337,19,1,1,-1,0,0,3
0.797922617,19,1,1,1,2,2,2
0.781430817,19,1,1,-1,0,0,3
1.047648011,19,-1,-1,-1,1,3,1
2.327811214,19,-1,1,1,3,100,0
1.080756276,19,-1,1,-1,0,0,3
2.709987778,19,-1,-1,1,0,0,3
0.69842275,19,1,1,-1,0,0,3
1.479608768,19,-1,1,-1,0,0,3
0.748234714,19,-1,-1,1,1,3,1
0.864616973,19,1,-1,-1,0,0,3
0.548752022,19,1,-1,-1,0,0,3
1.812197642,19,-1,-1,-1,0,0,3
0.881400059,19,-1,1,-1,0,0,3
0.76489887,19,-1,1,-1,0,0,3
0.664952267,19,1,1,1,0,0,3
0.847925651,19,1,1,1,0,0,3
1.496349896,19,1,1,-1,0,0,3
0.864648366,19,1,1,1,0,0,3
1.230392895,19,-1,1,-1,0,0,3
7.814317827,19,-1,-1,-1,2,1,2
