response,rxtime,subj,highDimCoh,irrDimCoh,lowDimCoh
4,1.43007242213935,30,1,2,1
2,5.02131122443825,30,1,2,1
3,0.964454327709973,30,1,1,2
1,1.645990928635,30,1,1,2
1,1.97844307264313,30,1,2,1
3,0.98115545976907,30,1,2,2
3,0.848011846654117,30,1,1,2
1,2.92637073481455,30,2,2,1
3,2.36089870380238,30,1,2,1
3,1.14712360501289,30,1,2,2
3,2.64349949220195,30,2,1,2
2,1.13079464854673,30,2,1,2
2,0.715315871406347,30,1,2,2
2,0.931249771732837,30,2,2,1
2,1.87890335777774,30,2,2,1
2,3.20877532381564,30,2,1,1
2,2.16146762296557,30,2,2,1
2,4.13984942110255,30,2,1,2
1,1.41324270330369,30,1,2,1
2,1.38005354115739,30,1,1,1
2,3.00923648383468,30,1,1,2
2,0.86465140292421,30,2,2,2
1,1.1138613964431,30,2,2,1
1,1.0808636052534,30,1,1,2
1,0.698337644338608,30,2,1,1
4,3.67426935955882,30,1,1,1
3,0.964456138666719,30,1,1,1
2,1.91212481679395,30,1,1,2
2,3.49144704593346,30,2,2,1
2,1.19701752113178,30,2,2,1
3,0.947826845571399,30,2,2,2
2,1.54614966921508,30,2,2,2
2,0.565418302547187,30,1,1,1
3,1.49634268460795,30,1,1,1
2,2.42752635199577,30,2,1,1
1,1.97878808248788,30,2,2,1
4,1.06418299814686,30,1,2,2
2,3.4748053769581,30,2,2,2
2,2.01185167627409,30,2,2,2
4,1.44641345227137,30,2,2,2
3,0.73156514018774,30,2,1,2
1,1.24712665379047,30,1,2,2
4,0.598607464227825,30,2,2,2
2,0.997606362216175,30,2,2,2
3,1.14714443264529,30,2,1,1
4,1.6294289464131,30,1,1,1
1,1.18056058231741,30,2,2,1
2,1.7460126914084,30,2,2,1
3,0.914598444011062,30,1,1,1
4,0.964431387372315,30,2,1,1
3,1.08069457113743,30,1,2,2
1,1.77895192429423,30,1,2,1
2,0.914769590832293,30,1,1,1
2,1.01417770097032,30,2,2,1
1,0.814862227067351,30,2,2,2
3,1.04745530337095,30,2,1,2
3,0.365800077095628,30,2,1,2
4,1.01439050212502,30,2,1,2
1,1.62924814084545,30,1,1,2
3,1.4964477266185,30,2,2,2
4,2.0449424367398,30,2,2,1
2,1.03085860935971,30,1,2,2
1,0.58207023376599,30,2,1,1
3,0.698334323707968,30,2,2,1
3,0.748338413890451,30,1,1,2
2,1.31357802357525,30,2,2,2
3,1.66257856646553,30,2,1,2
4,1.54636941291392,30,2,1,2
2,1.51299401232973,30,2,1,2
3,1.09729790594429,30,1,2,2
4,2.36090292967856,30,1,1,2
3,2.72660128492862,30,2,2,2
4,1.72915973048657,30,1,2,1
3,1.03090630145743,30,2,1,1
2,1.44657433591783,30,1,2,2
3,0.981136745307595,30,2,1,1
4,1.33020158158615,30,1,1,1
3,0.498783410061151,30,1,1,1
2,2.7600240749307,30,2,1,2
2,1.29692216822878,30,1,1,1
3,1.72922734403983,30,1,2,2
4,1.82901517674327,30,1,1,2
2,0.914426693692803,30,1,2,1
1,1.69593102717772,30,2,1,1
3,0.731648449786007,30,2,1,2
4,1.14716103393584,30,1,2,1
2,2.16137374890968,30,2,2,2
2,1.04749695817009,30,1,1,1
3,1.77916502812877,30,1,2,1
2,1.24730806285515,30,1,2,1
1,0.648379736579955,30,1,1,1
3,1.86223723972216,30,2,1,2
4,2.24465664895251,30,1,2,1
4,1.33011615928262,30,1,1,2
3,1.52974977903068,30,2,2,1
4,2.42754295328632,30,1,2,2
1,1.8289865013212,30,1,1,2
4,3.60788318794221,30,2,1,1
3,2.34445866802707,30,2,1,1
1,1.21370175015181,30,1,2,2
4,2.17804650776088,30,2,1,1
1,1.23041767347604,30,2,1,2
2,1.71248002909124,30,1,2,1
4,1.21376091241837,30,1,1,1
4,1.72905106563121,30,1,1,1
2,0.96450171712786,30,2,1,1
2,0.415601930115372,30,2,1,2
1,1.03092592116445,30,1,2,2
4,0.59854196337983,30,2,2,2
1,1.04750027833506,30,2,1,2
2,0.86469154804945,30,1,1,1
1,1.39672086713836,30,1,1,1
4,0.864670720882714,30,2,1,2
3,0.664981259964406,30,2,2,2
4,0.83121714182198,30,2,1,1
1,0.714884533546865,30,2,1,2
2,0.847944535315037,30,2,1,2
3,0.814757184591144,30,1,2,2
4,0.897836942225695,30,2,2,1
2,1.14724494703114,30,2,1,2
2,1.64607665268704,30,2,1,1
2,1.19719017669559,30,1,1,2
4,0.781616922002286,30,2,2,2
4,3.35835836920887,30,1,2,1
4,0.831378327682614,30,2,1,1
1,1.19705676147714,30,1,2,2
2,1.51304291095585,30,2,2,1
1,1.06399796670303,30,1,2,1
4,0.748407536651939,30,2,2,1
2,1.180489346385,30,1,1,2
1,1.31352701131254,30,2,2,2
2,0.731667164247483,30,2,2,2
2,0.715081035159528,30,2,2,2
2,1.2968032406643,30,1,1,1
3,1.01430266490206,30,2,2,1
2,0.69846955081448,30,2,2,1
1,0.715177022386342,30,2,2,1
1,0.349093209952116,30,2,1,2
2,1.09747116547078,30,2,1,1
1,0.781393254175782,30,1,2,1
2,0.78157919133082,30,1,1,2
1,0.648391810245812,30,1,2,1
1,1.41315094195306,30,2,1,2
1,0.814563399646431,30,2,2,1
3,1.11409321427345,30,2,1,2
4,0.864751012064517,30,2,1,2
1,1.19718866795301,30,1,1,2
1,0.798164112959057,30,2,1,1
1,1.42996315378696,30,2,1,1
2,1.06419748673216,30,1,1,1
2,0.847898956853896,30,1,2,1
1,1.14727090578526,30,1,2,1
1,2.02842392073944,30,1,2,1
1,0.997941411100328,30,1,2,2
2,1.13059663772583,30,2,1,1
1,0.714920755010098,30,2,1,2
3,0.864601598121226,30,2,2,1
3,0.931190912146121,30,1,2,1
3,0.78152817953378,30,1,2,1
2,0.615127791184932,30,2,2,1
4,0.598726391326636,30,1,1,2
2,1.0974267940037,30,2,1,2
1,0.980878667440265,30,1,2,1
3,0.382426653522998,30,1,1,1
3,0.831290189176798,30,1,1,2
1,0.881232702173293,30,1,1,2
1,2.26127567933872,30,2,1,2
4,1.08065563347191,30,1,1,2
3,0.715005271602422,30,1,1,1
2,0.581966399215162,30,1,1,2
1,2.14470612164587,30,2,2,1
3,0.448948957491666,30,2,2,1
4,0.864674342796206,30,1,2,2
3,0.665106224361807,30,2,2,2
3,0.764861758798361,30,1,1,2
1,0.249516669660807,30,1,2,1
4,0.399104845710099,30,2,2,1
2,1.1306838709861,30,2,1,1
2,0.482191545888782,30,1,2,2
1,1.56290090782568,30,1,2,2
3,1.26366629870608,30,1,2,2
3,0.847817458212376,30,2,2,2
3,0.981162100564688,30,2,2,1
4,0.498867323156446,30,2,2,2
2,1.66257856693119,30,2,2,1
2,1.52974283648655,30,1,2,2
3,1.61281866999343,30,1,1,1
3,0.53215458476916,30,2,2,2
2,0.781584926415235,30,2,1,1
2,1.59618032164872,30,1,2,2
3,1.64596979925409,30,1,2,2
3,2.24455311568454,30,1,1,2
2,1.49640365736559,30,1,2,2
3,1.31350286398083,30,1,1,1
4,0.798048807773739,30,1,1,2
3,1.18061189632863,30,2,2,2
3,0.881474480498582,30,1,1,1
3,0.731562121771276,30,2,1,1
4,0.947809942066669,30,1,1,1
4,0.96444195182994,30,1,2,1
1,2.47733484581113,30,1,2,1
3,1.08089318592101,30,2,1,1
2,1.047487298958,30,2,2,2
3,1.39661190100014,30,2,2,2
2,1.92873690463603,30,2,2,2
3,1.76243763463572,30,1,1,2
2,1.96212166268378,30,2,1,2
2,1.23033768404275,30,1,1,2
4,2.2280659917742,30,2,2,1
2,1.06402000132948,30,1,1,1
1,0.797966706100851,30,1,1,1
3,0.781513690482825,30,1,1,1
1,2.47730194497854,30,2,2,2
1,0.931178536266088,30,1,2,2
1,0.765033810865134,30,1,2,1
3,0.631696413271129,30,2,1,1
3,0.997787771280855,30,1,2,2
3,2.37746068509296,30,1,1,1
4,1.34678982384503,30,2,2,2
2,1.94521678425372,30,1,1,2
3,0.93114744592458,30,1,1,1
2,1.33017894346267,30,1,2,2
1,0.997536635957658,30,1,1,2
4,2.02846527379006,30,1,2,1
3,1.26396603137255,30,1,2,1
1,1.43002261733636,30,1,2,2
4,1.94541056919843,30,1,2,1
4,0.864866618998349,30,2,1,2
4,1.66275424091145,30,1,1,1
3,2.46073362464085,30,2,2,1
1,1.36381876096129,30,2,1,2
4,1.11395225208253,30,1,1,1
1,1.59615738131106,30,2,2,2
4,2.11168629536405,30,2,2,1
2,3.22530983760953,30,2,1,2
1,2.51060097850859,30,1,2,2
4,2.04511750675738,30,1,2,1
2,1.62945369817317,30,2,1,1
1,4.12332879286259,30,2,1,2
1,1.62942291004583,30,1,1,1
1,1.19712769519538,30,2,1,2
4,1.57948250928894,30,1,1,1
2,1.47980303922668,30,1,2,1
4,0.981368260923773,30,1,1,2
1,0.981015101540834,30,1,1,2
1,1.16389567125589,30,1,1,1
4,1.67943243309855,30,1,1,2
1,0.980922737158835,30,1,1,1
1,0.96432242076844,30,1,2,2
4,0.548995169810951,30,2,2,2
4,0.698310176376253,30,2,2,1
1,1.0974515452981,30,1,1,1
1,0.781514596194029,30,1,1,2
1,1.23042099364102,30,2,1,2
4,0.864883220754564,30,1,1,2
4,0.681878894101828,30,1,1,1
1,0.981097807176411,30,1,1,2
2,0.698441177606583,30,1,1,1
2,1.19713131710887,30,2,1,1
4,1.13055377546698,30,2,1,2
4,1.57963131926954,30,1,1,2
4,1.08077606977895,30,2,1,1
4,0.715063829906285,30,1,2,1
3,0.648384868167341,30,2,2,1
1,1.51303385570645,30,1,1,2
1,1.61271423147991,30,2,2,1
3,1.1639762641862,30,1,1,2
4,0.814745714422315,30,1,1,1
4,1.09739178000018,30,1,2,2
4,1.79574029054493,30,2,1,2
4,0.864551492035389,30,1,2,1
4,0.631917062681168,30,1,1,1
1,0.681727065704763,30,2,1,1
1,0.947809640318155,30,1,1,2
4,1.44668481172994,30,2,2,1
4,1.62953217793256,30,1,2,1
1,1.94531639339402,30,2,2,2
2,1.18083194177598,30,1,1,2
4,1.77910526236519,30,1,2,2
4,1.21379985008389,30,2,2,2
4,1.130689304322,30,1,1,2
4,1.49641995690763,30,2,1,1
1,1.41313947178423,30,2,2,2
3,0.964543371926993,30,1,2,1
1,1.57964339340106,30,2,2,2
4,0.964377356693149,30,2,1,2
4,0.831372290849686,30,2,2,1
3,0.681705936323851,30,2,1,1
3,0.847898050677031,30,2,1,1
4,0.731614341493696,30,2,1,1
2,0.964169385377318,30,2,2,1
3,1.16383862262592,30,2,1,2
1,0.715010101441294,30,2,2,2
4,0.698263691738248,30,2,2,1
1,0.299211065750569,30,2,2,2
3,0.582102531567216,30,2,2,2
2,1.06418148893863,30,2,2,1
4,1.49656846513972,30,2,2,2
3,0.532166960649192,30,2,2,2
1,0.465686009731144,30,2,1,1
1,0.715018251445144,30,2,2,1
3,0.781632919795811,30,1,1,2
2,0.54883549362421,30,2,1,2
4,0.349252886138856,30,2,1,1
1,0.715017949230969,30,1,2,1
3,0.731470360420644,30,2,2,1
4,1.13072703499347,30,1,2,1
2,0.532176015898585,30,2,1,2
3,0.764954425860196,30,1,1,1
3,0.631769761443138,30,2,2,2
4,0.498920749872923,30,2,1,1
3,0.698277275077999,30,1,2,2
2,0.997662203852087,30,1,2,1
2,0.997558368835598,30,2,1,2
3,0.947671394795179,30,1,2,1
3,1.01427308423445,30,2,2,1
2,0.748235484585166,30,1,2,1
3,0.681650698650628,30,1,2,2
1,0.731649053283036,30,1,1,1
3,0.665141841862351,30,2,1,1
2,1.81236928189173,30,2,1,1
2,0.864715092349797,30,2,2,2
2,2.3444007136859,30,2,2,2
2,1.81225276971236,30,1,2,1
1,0.781549610197544,30,1,1,1
1,1.46305934712291,30,2,2,1
1,1.2969511449337,30,1,2,2
1,1.429844527971,30,2,1,1
4,1.8954393803142,30,2,2,1
1,0.947973844595253,30,1,1,2
3,1.23033677833155,30,2,1,2
1,1.26362071977928,30,2,1,2
1,1.18082530098036,30,1,2,2
2,0.798384158872068,30,2,1,2
1,0.931435407139361,30,2,2,2
4,0.748351091053337,30,1,2,2
2,1.28030977863818,30,2,2,1
2,0.781510974280536,30,1,2,2
3,2.19454902550206,30,1,2,2
2,1.49669765494764,30,1,2,2
2,0.914365419186652,30,2,1,1
2,0.615124470554292,30,2,1,1
1,1.04766146373004,30,1,2,2
2,1.44652181491256,30,1,2,2
1,1.11405910598114,30,2,2,2
1,0.814992926083505,30,1,2,1
3,0.881257152184844,30,1,1,1
1,1.23028969066218,30,2,1,2
1,1.04749544849619,30,2,1,1
1,1.28017455153167,30,1,1,2
1,1.46322838030756,30,2,2,2
3,1.6791975973174,30,1,2,2
2,0.631739879027009,30,1,1,1
1,0.714954561553895,30,2,1,2
2,0.96436588652432,30,1,2,2
3,1.24710401520133,30,1,1,2
2,2.42752152215689,30,2,2,2
1,1.21364922914654,30,1,1,2
4,1.2969242813997,30,2,2,2
4,1.47971278754994,30,2,2,1
3,1.16381900245324,30,1,1,1
2,1.67942639626563,30,1,1,1
1,1.33023206843063,30,2,2,1
4,1.21379622770473,30,1,1,2
3,1.23040137346834,30,1,2,2
2,0.89817953761667,30,2,1,1
2,1.51293575624004,30,2,2,1
2,1.61276222486049,30,2,2,2
1,0.764790221583098,30,1,1,1
1,1.21386052109301,30,2,1,2
4,0.86462634941563,30,1,1,1
1,1.66263923794031,30,1,2,2
2,1.21392843639478,30,2,1,2
3,1.1805210406892,30,2,1,2
1,1.03106235573068,30,2,1,2
2,1.97849408490583,30,2,2,1
2,1.14718337077647,30,2,2,1
2,0.980871121399105,30,1,1,2
1,4.15652127424255,30,2,2,1
1,1.64601749088615,30,2,2,1
4,1.77900474797934,30,2,2,1
2,0.981059473007917,30,2,1,1
1,0.89794862549752,30,2,1,1
3,1.57957668509334,30,2,1,2
4,1.79580397997051,30,1,2,1
3,0.781584322918206,30,1,2,1
4,0.365941944997758,30,2,2,2
2,1.16381628531963,30,2,2,2
3,1.18061612173915,30,1,2,1
1,0.565242326352745,30,2,1,1
2,1.42996828537434,30,1,2,1
1,1.33046931866556,30,2,1,2
3,1.6293975552544,30,1,2,1
4,0.581970625091344,30,2,1,2
3,0.548788103740662,30,2,1,1
3,0.764804106671363,30,2,1,2
1,0.931222303770483,30,1,2,2
2,0.981126784812659,30,2,2,1
4,1.41314520686865,30,1,2,2
3,0.7818270069547,30,2,1,1
2,1.0308984532021,30,1,2,1
3,0.631896235048771,30,2,2,1
4,0.415803261566907,30,1,2,2
2,0.714925584383309,30,2,1,1
4,0.931216870434582,30,2,1,1
1,0.53207036992535,30,1,2,1
1,1.54636397957802,30,2,2,2
3,0.848095759749413,30,1,2,1
1,0.532331466674805,30,1,1,2
2,0.814888185821474,30,1,2,1
4,0.582134225405753,30,1,1,2
3,0.382551013957709,30,1,1,1
3,0.931085265707225,30,2,1,2
2,0.698480417020619,30,2,1,1
4,1.33009533211589,30,1,1,2
4,2.34441972989589,30,1,1,1
3,0.715047530364245,30,2,1,2
4,0.582095891237259,30,1,1,1
2,0.881327784154564,30,1,2,2
1,0.781556250993162,30,1,1,1
3,0.648588614072651,30,1,2,2
3,0.681751816999167,30,1,2,2
2,0.914652172476053,30,1,1,1
3,1.79556340910494,30,2,2,2
2,0.964444366749376,30,1,1,1
4,0.914592406712472,30,2,1,2
3,2.01171252550557,30,2,2,2
2,0.914460500236601,30,1,2,1
3,1.13054140005261,30,1,2,2
3,3.69085216801614,30,1,2,1
3,2.11170017998666,30,2,2,2
4,1.26372183812782,30,2,1,1
2,1.89546564081684,30,1,1,1
1,1.04750782484189,30,1,1,2
1,1.66263259714469,30,1,1,2
1,1.18053160514683,30,1,2,1
4,0.897929307073355,30,2,2,1
4,1.29686119500548,30,2,2,2
3,1.16389657696709,30,2,1,1
1,1.21392239956185,30,1,2,2
2,1.46321026980877,30,1,1,1
3,1.19703231146559,30,1,1,1
2,1.14738772017881,30,2,2,1
3,1.18063423223794,30,2,1,2
1,0.764981893822551,30,1,2,2
3,1.18050745734945,30,1,2,1
4,0.947925247251987,30,1,1,2
3,0.681663678027689,30,1,1,2
3,0.964419313706458,30,2,1,1
1,0.881323557812721,30,2,2,2
3,0.78153361286968,30,1,2,1
2,2.61027803318575,30,2,2,1
3,1.64617113023996,30,1,1,1
1,0.565303903073072,30,1,1,2
3,1.2802599738352,30,2,2,1
3,1.34675450762734,30,1,1,2
1,0.997754568699747,30,2,2,2
1,0.731669277418405,30,1,2,2
1,0.36573367100209,30,2,2,1
1,0.89771710941568,30,1,2,2
4,0.731561517808586,30,1,2,1
4,0.715089486911893,30,2,2,1
1,0.648623024579138,30,2,1,2
2,0.631672869436443,30,2,1,1
1,1.61273717181757,30,1,1,2
2,0.814906296785921,30,2,2,2
3,0.581872826442122,30,1,1,2
2,0.582090457901359,30,2,1,1
1,0.532116250135005,30,1,1,1
1,0.415559068322182,30,1,2,2
1,0.582052123267204,30,2,2,2
1,0.415869365911931,30,2,1,1
3,0.765026567038149,30,2,1,2
4,0.548776030074805,30,2,2,2
3,0.532075199298561,30,1,2,1
2,9.79262760722486,31,2,1,2
1,1.59599354039528,31,1,2,1
1,5.35360711159592,31,1,2,2
1,3.65762594704574,31,2,2,2
2,1.61278155090986,31,1,1,2
1,1.34679978268105,31,1,2,1
1,0.964399166885414,31,2,1,2
1,0.798138187092263,31,2,2,1
2,1.57961906486889,31,1,1,2
1,1.14740137039917,31,2,2,2
1,1.16399166893098,31,2,2,2
3,2.0620148510352,31,1,1,1
1,1.21407980922959,31,2,1,1
3,1.28019469347782,31,1,2,1
1,1.39660720215761,31,1,2,2
3,2.12828971595445,31,2,2,1
4,1.33016752694675,31,2,2,1
1,1.43022457665938,31,1,2,2
4,1.76279694527329,31,1,2,1
3,0.88132270819915,31,2,2,1
4,1.67937486794835,31,1,2,2
2,1.11404388904339,31,2,1,1
2,1.14725950073625,31,1,2,1
1,0.89778834253957,31,2,1,1
1,3.44171420809289,31,1,1,1
3,1.28059645627218,31,2,2,2
2,0.96425759907288,31,2,1,1
3,1.64614144706866,31,2,1,2
2,1.11381267166871,31,1,2,1
4,1.04756799178722,31,2,1,2
4,0.731758278256166,31,2,2,2
1,0.698493464937201,31,2,1,1
1,0.698280056749354,31,1,1,2
2,0.964486703494913,31,2,2,1
3,1.36343596244114,31,1,1,1
4,1.29696519665595,31,1,2,1
1,1.23045277550409,31,1,2,2
2,1.38019891937438,31,1,2,2
4,1.24709438860009,31,1,2,1
1,0.981044704036321,31,2,1,1
2,0.99780464246578,31,2,1,2
3,1.14719731957302,31,1,2,2
1,0.964217452987214,31,2,2,2
2,1.21374807570828,31,2,2,2
2,1.09753629750048,31,2,1,1
1,1.31361888376705,31,1,2,1
3,1.13056536568911,31,1,1,2
2,2.57703975369805,31,1,2,1
3,1.4634462253598,31,2,2,2
2,1.09735669655493,31,1,1,2
3,1.34676476803725,31,1,2,2
2,1.24691297653771,31,1,2,2
3,1.16413957560144,31,1,2,1
1,0.897999939625151,31,2,2,1
3,2.34434573937324,31,1,1,1
3,0.997518790172762,31,2,1,2
3,1.66263787014759,31,1,1,1
2,0.997668206095113,31,2,1,2
3,0.964420900127152,31,1,2,2
4,2.04514111502795,31,1,1,1
4,2.66019831567246,31,2,1,2
4,1.23037278518314,31,2,1,1
2,1.18041323311627,31,2,2,1
4,2.2113522895379,31,1,2,2
2,1.59634247940267,31,1,2,1
3,0.88121434392815,31,1,1,2
4,1.18050258082803,31,2,2,1
1,1.49653113585373,31,2,1,1
1,2.1284916538425,31,1,1,1
3,0.798173201721511,31,1,1,2
4,0.86474267259473,31,2,1,2
2,0.814699507987825,31,1,1,1
1,1.39668960729614,31,1,1,2
4,0.947643454375793,31,2,1,2
2,1.0476208156033,31,1,1,2
1,2.011764315248,31,1,1,1
1,1.147309306034,31,2,2,1
1,2.06155271816533,31,1,1,1
1,0.91458540855092,31,1,1,2
4,0.914520812570117,31,2,1,2
1,0.99759515831829,31,1,1,2
2,0.881202873613802,31,2,1,1
3,1.64603761055332,31,2,2,2
3,1.24713483655069,31,2,1,1
1,0.881335084064631,31,2,1,2
2,1.11398895227467,31,1,1,1
2,1.38017869539908,31,2,2,2
3,0.964642760111019,31,2,2,1
3,2.37758851761464,31,2,2,1
1,1.21373751094507,31,2,2,1
1,1.69599927557283,31,2,2,1
3,1.06427420084947,31,1,1,2
4,1.61271936973208,31,2,2,1
1,2.80989374867931,31,1,1,2
4,1.57952639681753,31,1,1,1
1,0.947751818646793,31,1,2,2
4,0.981185366297723,31,2,1,2
4,0.914763500259141,31,1,1,2
1,0.748222101479769,31,1,1,2
3,1.97842373749882,31,1,2,1
2,2.31126988439064,31,2,1,1
1,1.57942225843726,31,2,1,1
4,2.8764858583163,31,2,1,1
1,1.84576051193289,31,1,2,2
2,0.980944489725516,31,1,2,2
3,0.91448700534238,31,2,1,2
1,2.44412206827838,31,2,1,1
1,1.72918289111112,31,1,1,1
2,0.715079839414102,31,2,2,2
1,1.69579462103138,31,2,2,1
2,1.08083914394956,31,2,2,1
2,1.42997192792245,31,1,2,1
3,1.11403121132753,31,1,2,1
4,1.57950768207957,31,2,2,2
2,1.06414440520166,31,2,2,2
4,1.7458571040479,31,1,2,1
4,0.698252588364994,31,2,2,2
3,0.83133508406172,31,2,2,2
1,0.931353195075644,31,1,2,2
4,1.04751335688343,31,2,1,1
4,1.74564399771043,31,1,1,1
2,1.67934921066626,31,1,1,1
3,1.13064082826895,31,1,2,2
3,1.04744091280736,31,1,1,1
1,0.947805548014003,31,2,1,2
4,1.03100818014354,31,2,2,2
4,0.748236590297893,31,1,1,2
3,0.56536056024197,31,2,1,2
3,0.980957469291752,31,2,1,2
1,0.814834435092052,31,2,1,2
1,0.748347671222291,31,1,1,2
4,0.731724772864254,31,2,1,1
3,1.42986416733766,31,2,2,2
4,0.814812098149559,31,2,1,2
1,0.598560777580133,31,2,1,1
1,1.46324277823442,31,2,1,2
4,0.698365480391658,31,2,2,2
3,1.14692263575853,31,2,1,2
1,0.914568806780153,31,1,1,2
1,0.798178635028307,31,2,1,2
2,0.831314860100974,31,2,2,1
1,0.997980923057185,31,1,1,2
1,0.71499049171689,31,1,2,1
2,0.648905792506412,31,1,2,2
4,0.764770744659472,31,2,1,1
2,0.765084970873431,31,1,1,2
2,1.1971170273755,31,1,2,1
1,0.781511968365521,31,1,2,2
1,0.665034561869106,31,1,2,1
3,0.781533399742329,31,1,2,1
3,1.28064082827768,31,1,2,2
3,1.44654834132234,31,2,2,2
2,0.515410365536809,31,1,2,2
1,1.06417941984546,31,2,1,1
4,0.964548582807765,31,1,1,1
1,0.814748709584819,31,2,2,1
4,1.08087506414449,31,2,2,2
1,1.19731141898956,31,2,2,1
1,0.981148540551658,31,2,2,1
3,0.731705152589711,31,2,1,1
4,2.04512843732664,31,1,1,1
3,0.848210329306312,31,1,1,2
3,0.88138881343184,31,2,1,1
1,1.24701892602025,31,2,2,2
3,1.23056204534078,31,1,2,1
3,1.23030969845422,31,1,2,1
2,0.897548975219252,31,2,1,1
3,0.964292010015924,31,1,1,1
4,1.01433577832358,31,2,2,2
1,0.96427389899327,31,2,2,2
2,2.21131576564221,31,2,2,2
2,0.648525159223936,31,2,1,2
4,0.7483105436404,31,1,2,1
1,0.814836246179766,31,1,1,2
1,1.28039240544604,31,1,1,2
1,0.681707869225647,31,2,1,1
1,0.482289836698328,31,1,1,1
2,0.565479791112011,31,2,2,1
2,0.698557759067626,31,1,2,2
3,0.831335687762476,31,1,1,1
3,1.29691176913911,31,2,2,1
2,1.67930483866076,31,1,1,1
4,0.781475746320211,31,1,1,1
3,0.931173594130087,31,1,2,1
3,1.14738718343142,31,2,2,1
4,1.11402306136733,31,1,2,1
3,1.01429140631808,31,1,2,1
1,1.28039240544604,31,1,2,1
3,1.06408162033767,31,2,2,1
4,1.38010564762226,31,1,2,2
3,1.46312173624756,31,2,2,2
2,1.21380874761962,31,2,1,1
3,0.848172899888596,31,2,1,2
3,0.698322919488419,31,1,2,2
3,0.831307011991157,31,2,2,1
4,0.798256814276101,31,2,2,2
3,0.798138790793018,31,1,2,2
3,0.814747200332931,31,2,1,1
4,1.37997796491254,31,1,1,1
4,0.748364876693813,31,2,2,2
1,0.631883244292112,31,1,2,2
1,1.06409309065202,31,1,2,2
4,1.31364665398723,31,1,2,1
3,0.914558543881867,31,1,2,1
2,0.814660569289117,31,2,2,2
3,1.09732379486377,31,2,1,2
3,0.748184973897878,31,1,1,1
4,0.831290108370013,31,2,1,1
1,1.31348033444374,31,2,2,1
2,1.89551782426133,31,1,2,1
2,1.13071810196561,31,2,1,2
3,0.798142111147172,31,1,1,1
4,0.598678499198286,31,1,1,1
4,1.36346494007739,31,1,2,1
3,0.698349784172024,31,2,2,2
2,0.764771650210605,31,2,2,1
4,1.0974028796627,31,2,1,2
4,1.03085121796175,31,1,2,1
4,0.814908690270386,31,1,2,2
1,2.34429351927247,31,2,1,2
1,1.52977693259891,31,2,2,2
1,2.04511968365114,31,1,1,1
1,0.981062513208599,31,2,2,1
1,1.36340789037058,31,1,1,2
3,1.64613601376186,31,2,1,2
1,1.01413806635537,31,1,1,2
3,0.648452111432562,31,2,1,2
2,0.731617012279457,31,1,1,1
1,0.698489239031915,31,1,1,1
3,0.78155452926876,31,1,1,1
2,0.764931932746549,31,2,1,1
3,0.6151758278138,31,1,1,2
4,0.615433004306396,31,2,2,1
3,1.21385432702664,31,2,1,2
3,0.781543964490993,31,1,2,2
4,1.04757070844062,31,2,2,2
4,0.665181864838814,31,1,1,2
4,1.19709348304605,31,1,1,2
3,0.897935645509278,31,2,1,1
4,0.764907482865965,31,2,2,1
4,0.798190105342655,31,2,1,1
2,2.17806393190403,31,1,1,1
2,0.881353195087286,31,1,2,2
3,0.881245434517041,31,1,1,2
4,0.698422831963398,31,2,1,2
1,0.798179238729062,31,2,2,1
4,1.29692595610686,31,1,2,2
2,0.731663497237605,31,1,1,2
2,2.27787799209182,31,2,1,1
4,1.26359835792391,31,1,1,2
3,0.764790364934015,31,1,1,2
4,0.981130127678625,31,2,2,2
1,0.897985148971202,31,2,2,1
1,0.964448670347338,31,2,1,1
2,0.814845301705645,31,1,2,2
4,0.981111111104838,31,1,2,2
4,1.19730960790184,31,2,2,1
4,0.681852455556509,31,1,2,2
1,1.04760361013177,31,1,2,2
1,1.08068067251588,31,1,2,2
4,0.598715324944351,31,1,2,1
1,0.93113193877798,31,1,1,1
4,0.681681306406972,31,2,2,1
2,1.03103595037828,31,1,1,1
4,0.76517854447593,31,2,2,1
2,0.897972471255343,31,1,1,1
3,0.881375230164849,31,1,1,2
4,0.581880527635803,31,2,1,2
4,0.714794892686768,31,2,2,1
3,1.01442935192608,31,2,2,1
3,0.798020465445006,31,2,1,2
2,1.06418123094772,31,2,2,2
2,1.29699719279597,31,1,2,2
3,0.781557245907607,31,2,2,1
1,1.11398050046409,31,1,1,2
1,0.814812400014489,31,2,2,1
1,1.24700111684797,31,1,1,2
1,0.71511877811281,31,2,1,1
3,0.731633614050224,31,1,1,1
4,1.28039874430397,31,1,2,1
3,0.91449455160182,31,1,1,2
4,0.665102176339133,31,1,2,1
2,1.01427148420771,31,2,2,2
3,0.64845754475391,31,2,1,2
1,1.72907211205165,31,1,2,2
1,1.18038334994344,31,1,2,1
1,0.947645869178814,31,1,2,1
4,1.09734643364209,31,2,2,2
1,0.947854447775171,31,2,1,1
3,0.781418394763023,31,2,2,2
2,0.764829605483101,31,1,2,2
2,0.764950949320337,31,1,1,1
1,0.631838268600404,31,2,1,2
4,0.914506021916168,31,1,1,1
3,0.764928310542018,31,1,1,2
2,0.714944912309875,31,2,1,1
1,0.632117178305634,31,2,1,2
4,0.831437109489343,31,1,1,2
1,0.931232756804093,31,2,1,2
3,0.831457635315019,31,2,2,1
1,0.764947930816561,31,2,2,2
