response,rxtime,subj,highDimCoh,irrDimCoh,lowDimCoh
1,2.48281314154156,7,2,2,1
3,1.08305311389267,7,1,2,1
2,1.1165695709642,7,2,1,2
2,2.13314578239806,7,2,2,1
2,0.583341382909566,7,2,1,2
3,1.54971173126251,7,1,1,1
1,1.86625805939548,7,2,2,2
1,2.34934709360823,7,1,2,1
1,0.799904614686966,7,1,2,2
2,0.666613943176344,7,1,2,2
3,1.08326199580915,7,2,2,1
3,0.833196493564174,7,2,2,1
4,0.816435548476875,7,2,1,2
1,1.14974795351736,7,2,1,1
1,0.66665831534192,7,1,1,2
2,0.93296678410843,7,2,2,1
2,0.633275880711153,7,1,1,2
2,1.18315181974322,7,2,1,1
2,2.93257618742064,7,1,2,2
2,0.749795947922394,7,1,2,1
4,1.03318291041069,7,2,1,1
1,3.26580648845993,7,2,2,2
4,1.41633503162302,7,1,1,1
1,0.9497162590269,7,2,1,2
4,0.866488674655557,7,1,1,1
2,0.866533650550991,7,1,1,1
4,0.699922122294083,7,2,1,1
3,1.14980621100403,7,2,2,2
4,0.799951401771978,7,2,2,2
2,1.43311469187029,7,1,2,1
1,1.49963053292595,7,2,2,1
4,2.58269783388823,7,1,1,2
4,1.18330395314842,7,1,2,1
2,1.68294595647603,7,1,2,2
3,1.31623542052694,7,2,1,1
3,0.832924826769158,7,1,1,1
1,2.68279925640672,7,1,2,2
3,1.01653334847651,7,2,1,1
4,0.916342578129843,7,2,1,2
1,2.01625534286723,7,1,2,2
3,0.79989676666446,7,2,2,1
3,0.666616659844294,7,1,2,2
3,0.599956835154444,7,2,1,2
2,6.81672808807343,8,2,1,1
1,3.94041478214785,8,1,2,1
2,1.84557515615597,8,2,1,2
2,1.74588482268155,8,2,2,2
2,1.59627657663077,8,1,2,2
4,3.0426243445836,8,1,2,2
2,1.39666771236807,8,2,2,1
2,4.67200133763254,8,2,2,1
2,2.56052774004638,8,1,2,1
2,1.52966039907187,8,1,2,1
4,3.27533151302487,8,1,1,2
3,5.00442419527099,8,1,1,1
2,5.17090607993305,8,1,1,2
3,3.19225130463019,8,2,2,2
2,3.65773567091674,8,1,1,1
4,4.2730130138807,8,2,1,1
3,4.72173421690241,8,1,2,1
3,1.86208597291261,8,2,2,2
2,1.74586761696264,8,2,1,2
2,2.44416962796822,8,2,2,1
1,3.14241489162669,8,2,2,2
4,2.4274118989706,8,1,1,1
1,4.1232287902385,8,1,2,2
1,3.80732822045684,8,2,2,2
2,3.49178051156923,8,2,2,2
2,1.94538230495527,8,1,1,1
4,2.76005057804286,8,2,1,2
4,4.30625982722268,8,1,2,1
3,3.79077272955328,8,1,2,1
1,3.1590413171798,8,2,2,1
1,6.06865607015789,8,2,1,1
4,1.99505873862654,8,2,1,2
3,2.41073898877949,8,1,2,2
1,2.26112712081522,8,1,2,2
1,2.84315402805805,8,2,1,1
1,1.96184935420752,8,1,1,2
1,1.84548973292112,8,1,2,1
1,1.49645614624023,8,2,2,1
1,5.60308869602159,8,2,1,1
3,8.36270883772522,8,1,1,2
1,1.9287592000328,8,1,1,1
1,2.34436972346157,8,2,1,2
2,3.14243813417852,8,2,2,1
4,2.66016796696931,8,1,1,1
1,2.4439999894239,8,2,1,2
1,1.82891914993525,8,1,2,1
3,3.80741032306105,8,2,1,1
3,1.59604717185721,8,1,2,1
1,5.86892646644264,8,1,1,2
2,3.4914536094293,8,2,2,1
3,5.35364854987711,8,2,2,1
4,3.99034295743331,8,1,1,2
3,3.72437297739089,8,2,1,1
2,2.84303087415174,8,1,2,2
3,2.02852469356731,8,2,2,1
4,5.28696747450158,8,2,1,1
2,6.38437975710258,8,2,1,1
1,2.41086817998439,8,1,1,2
4,3.47489238344133,8,1,2,1
3,5.90229069907218,8,1,1,2
4,1.62968216231093,8,2,2,1
2,3.84049806185067,8,1,1,1
1,2.47740316018462,8,1,2,2
4,2.07832337543368,8,2,2,1
4,1.34684699494392,8,1,2,2
4,3.69111741054803,8,1,1,1
3,1.7624068078585,8,2,1,2
3,3.2420430444181,8,1,1,2
3,3.87390153529122,8,2,1,2
4,1.91227886918932,8,2,1,2
4,2.39416599087417,8,2,1,2
2,1.96195590682328,8,1,1,1
4,2.22801100788638,8,1,1,2
4,2.31113438028842,8,1,2,1
2,1.62951976759359,8,1,1,2
3,1.49634144408628,8,2,1,2
3,1.56300953915343,8,1,2,2
4,1.84552323818207,8,2,2,2
3,1.61282210610807,8,2,1,2
4,4.77162798121572,8,2,2,1
3,3.49157948046923,8,1,2,2
1,1.54635775880888,8,2,2,2
4,2.82652579201385,8,1,2,1
3,2.49403441511095,8,2,1,1
4,2.80979371955618,8,1,2,2
4,1.33011884661391,8,2,1,1
2,0.997742474079132,8,1,1,1
2,1.7124013598077,8,2,1,1
2,3.60785035835579,8,1,2,2
4,2.74318539025262,8,2,2,2
4,2.31101001845673,8,2,2,2
1,1.86210046196356,8,1,1,2
3,1.89549518143758,8,1,2,2
1,1.79575443919748,8,2,2,2
1,2.64379599969834,8,2,1,2
3,2.46061011450365,8,1,1,1
3,2.29437242494896,8,2,2,1
2,2.11146514629945,8,2,2,1
1,9.94239762565121,8,1,1,2
4,3.27530313888565,8,2,2,1
4,1.82877305475995,8,1,1,2
2,1.54631761321798,8,2,2,2
3,4.33929444104433,8,2,1,1
4,1.5796024594456,8,2,2,2
3,4.771750531625,8,1,1,1
3,5.33680026559159,8,1,2,1
3,3.44166790693998,8,1,1,1
4,3.65781686780974,8,1,2,1
2,2.1782168536447,8,2,2,2
2,1.04750402877107,8,1,2,1
2,2.57697939500213,8,1,1,1
2,3.209226062987,8,1,2,2
2,3.74099819501862,8,2,1,1
2,2.80987401120365,8,2,1,2
3,3.12579903099686,8,2,2,2
1,2.72671079495922,8,2,1,1
2,1.81238176999614,8,2,2,2
1,2.09516984876245,8,2,1,2
3,2.64365594182163,8,1,1,1
2,2.87634590500966,8,1,1,2
3,4.04020170727745,8,1,2,1
1,1.54619596805423,8,1,1,2
3,2.74336649943143,8,1,2,2
4,2.46082563465461,8,1,1,1
3,3.75746554648504,8,2,1,1
1,1.26346403267235,8,2,1,2
3,1.92878334783018,8,1,2,2
4,2.34424958750606,8,2,2,1
4,1.81229544105008,8,2,1,1
4,1.71254745405167,8,2,2,2
2,1.06423459155485,8,1,2,1
2,1.41320448834449,8,2,2,2
2,1.31343989958987,8,2,2,1
3,1.76237933943048,8,1,1,2
4,2.06177150690928,8,2,1,2
1,1.77909843251109,8,1,2,2
3,2.06184847839177,8,1,1,1
4,1.29694145871326,8,2,2,2
2,1.28030567616224,8,2,2,2
1,1.76250279601663,8,2,2,2
4,2.12822619546205,8,2,2,2
2,2.11146906996146,8,2,1,2
2,1.94537928607315,8,1,1,1
2,1.84560624649748,8,2,1,1
1,4.0568290380761,8,1,1,2
4,2.07820565486327,8,1,1,2
4,2.16148025356233,8,2,2,1
2,1.1305489204824,8,2,1,1
2,2.39413218339905,8,1,2,2
1,1.4965017256327,8,2,1,2
1,1.66280944366008,8,2,2,2
1,0.997698404360563,8,1,1,2
2,1.49633299186826,8,1,2,2
3,2.39422334171832,8,2,1,2
4,1.8621738110669,8,1,1,1
3,2.32768383435905,8,2,2,1
2,1.46332222409546,8,2,2,2
1,4.27292004413903,8,2,2,1
3,2.11167493090034,8,1,2,1
2,1.84555070614442,8,2,1,2
4,2.80993468314409,8,2,1,2
4,3.30840868735686,8,1,2,2
1,2.17788481991738,8,2,1,1
3,1.86202862206846,8,1,2,2
3,2.49384213751182,8,2,2,1
3,4.2893994692713,8,1,1,2
2,2.09486075537279,8,2,2,2
4,1.38011856004596,8,1,1,1
3,3.92376511497423,8,1,2,1
4,7.03295764280483,8,1,1,1
3,2.57704640505835,8,2,2,2
1,2.31114102108404,8,2,1,1
3,3.22551954910159,8,1,1,2
1,1.16404868336394,8,1,2,1
4,2.6935795894824,8,1,1,2
4,1.74567654682323,8,1,1,2
2,2.5271463021636,8,2,1,1
3,6.48402964277193,8,1,1,1
2,1.66252268757671,8,1,2,1
4,1.92881987150759,8,2,1,2
3,1.89551449939609,8,1,2,1
1,4.42268494935706,8,1,1,1
3,2.02832034230232,8,1,2,2
3,3.49158280063421,8,1,1,2
1,2.66029383754358,8,2,2,1
4,5.43681146437302,8,1,1,2
3,6.89969057496637,8,2,1,1
2,1.06401846837252,8,1,2,1
3,1.18055104883388,8,2,2,2
2,1.0807979311794,8,2,1,2
3,1.81231113709509,8,2,2,1
2,1.69611541973427,8,2,2,1
3,3.94047485012561,8,1,2,2
4,2.27793012745678,8,2,2,1
3,2.44407333852723,8,2,1,2
2,4.05669682845473,8,1,1,1
3,1.99524829909205,8,2,2,2
2,1.62950437376276,8,1,2,1
3,1.84563944954425,8,1,2,1
2,3.55798858916387,8,1,1,2
4,2.82639056351036,8,2,1,1
1,2.27761348849162,8,1,1,2
4,2.26116062607616,8,1,2,1
4,2.577018937096,8,2,1,1
2,3.2423584763892,8,1,2,1
3,2.99266960611567,8,2,2,1
1,4.77170344348997,8,2,1,1
1,3.29189817188308,8,2,2,2
4,3.67442578589544,8,2,1,1
2,1.56286736857146,8,2,1,2
4,4.77155583910644,8,1,2,2
1,2.26107610855252,8,2,1,1
1,2.34442284889519,8,2,1,2
1,1.44652042491361,8,2,1,2
4,1.82883191527799,8,1,2,2
4,3.45832632808015,8,1,1,1
4,4.67204087972641,8,1,1,1
3,2.11165470676497,8,1,2,2
2,2.1115689817816,8,1,1,2
2,2.09500654879957,8,1,1,2
3,1.26357571687549,8,2,1,1
1,1.64603058481589,8,2,2,2
3,4.22296047722921,8,2,1,2
4,1.04758643358946,8,1,2,1
2,1.89552385685965,8,1,1,1
3,5.17065856419504,8,1,1,2
4,2.76000439515337,8,2,2,1
3,2.76003246661276,8,1,2,2
2,1.71267241984606,8,1,1,1
4,1.14732476091012,8,1,2,1
4,1.74583230074495,8,1,1,1
2,2.44389796443284,8,2,2,1
1,1.01414432423189,8,1,2,2
2,0.947808865457773,8,1,2,1
2,3.85734453517944,8,1,1,1
4,1.92874018335715,8,1,2,2
4,2.04497876344249,8,1,1,2
2,4.37261279253289,8,1,2,2
2,2.66015015775338,8,2,2,1
2,1.31343024084345,8,2,1,1
3,5.46995323430747,8,2,2,1
4,4.67199077317491,8,2,1,1
4,1.52944759605452,8,2,2,2
3,0.94766548788175,8,2,1,2
4,2.17794126551598,8,2,2,1
4,2.32776684267446,8,2,1,1
3,5.35352177359164,8,1,2,2
1,3.45835681445897,8,1,2,2
3,2.26112651731819,8,1,1,1
1,1.62924508564174,8,2,1,2
2,2.660280556418,8,2,2,1
3,2.12830437440425,8,1,2,1
1,2.75984984869137,8,2,2,2
1,2.12807557312772,8,1,2,1
3,2.74328922620043,8,2,1,2
3,2.66010035248473,8,1,1,1
1,1.97841963544488,8,1,1,1
3,2.66016585379839,8,1,2,1
3,2.74323700647801,8,2,2,1
1,3.82410858850926,8,1,2,1
4,1.4798245895654,8,1,1,2
2,1.28033555904403,8,2,1,1
2,0.897791343741119,8,2,2,1
4,1.94538049353287,8,2,2,1
4,1.71240649139509,8,2,1,1
3,2.79326750803739,8,1,2,2
2,3.65778245683759,8,1,2,2
1,3.92372919432819,8,2,1,1
3,3.52465816400945,8,2,1,2
1,2.47758547682315,8,2,1,2
4,1.87868221336976,8,2,2,2
4,1.61280248593539,8,1,1,1
1,1.86212702468038,8,1,2,1
3,2.5773072023876,8,2,2,2
4,1.62941623385996,8,1,2,2
4,3.9736972139217,8,1,1,1
2,1.44658653018996,8,1,2,2
2,2.94278369005769,8,2,2,1
3,4.18977433489636,8,1,2,1
4,4.97103672055528,8,1,1,2
1,1.97858535032719,8,2,2,2
2,1.96189553709701,8,2,1,2
3,2.0117370816879,8,1,2,2
2,2.52729028370231,8,2,1,2
1,2.06157651310787,8,1,1,2
3,2.79329618392512,8,1,1,2
1,1.52979743853211,8,1,2,1
1,2.51068921433762,8,1,1,1
3,2.22811665479094,8,1,1,2
2,1.66268055466935,8,2,1,2
3,2.31131337676197,8,1,1,1
4,1.96185840945691,8,2,1,1
2,2.31106525706127,8,2,2,1
3,2.80993498489261,8,2,1,2
4,2.52724259160459,8,2,1,1
1,2.1614014711231,8,2,2,2
1,1.64600794622675,8,1,1,2
4,4.13982593640685,8,2,1,1
4,1.66245658276603,8,2,2,1
4,3.62463555578142,8,1,2,2
3,1.59613259509206,8,1,2,2
2,1.3965593483299,8,1,2,2
1,1.96188467042521,8,2,1,2
4,4.10668295854703,8,1,1,1
2,3.77416079258546,8,1,2,1
3,5.30375418160111,8,2,1,1
4,2.54384939651936,8,1,2,2
4,2.74353976035491,8,1,1,1
2,1.29694447712973,8,1,1,2
4,4.70512771373615,8,2,2,1
2,1.91197490785271,8,2,2,2
2,1.46323710307479,8,2,2,2
3,1.66262410860509,8,2,2,2
1,1.89567266823724,8,1,2,1
4,1.71262865141034,8,2,1,2
2,1.61285923374817,8,1,1,1
2,2.12823042133823,8,1,2,2
1,1.29682162497193,8,1,1,2
2,2.36089865164831,8,1,1,2
1,1.74570703366771,8,1,2,2
2,1.84558270219713,8,2,2,1
4,1.67920857714489,8,2,2,2
3,5.38676043692976,8,2,1,1
4,1.64608129579574,8,1,2,1
4,1.24721854040399,8,2,1,1
2,1.66273458534852,8,2,2,1
3,3.05932592973113,8,1,2,1
4,1.330140278209,8,2,2,2
1,1.36349605908617,8,2,1,2
1,1.5960779604502,8,1,1,1
1,1.72907789144665,8,2,2,1
1,1.69599890569225,8,1,1,2
2,1.81220458494499,8,1,1,1
1,1.46320057939738,8,1,1,2
3,2.26136286463588,8,2,1,2
3,2.5438626781106,8,2,2,1
4,1.36353197926655,8,2,2,1
2,2.32773363916203,8,1,2,1
3,1.91197943547741,8,1,2,2
3,0.931088264100254,8,2,2,2
3,1.66259664064273,8,1,2,1
1,2.77673012856394,8,2,2,1
1,1.5795653318055,8,2,2,1
1,2.87636763835326,8,2,1,2
4,9.4270019880496,8,1,1,2
1,2.52730416879058,8,1,2,2
2,3.59135795338079,8,2,2,2
1,2.41074653482065,8,2,1,1
2,1.54627595795318,8,1,1,1
2,1.29696530429646,8,1,2,1
3,1.84553138772026,8,2,1,1
1,1.87874409230426,8,1,2,1
3,1.47982730669901,8,1,1,1
4,1.79565513087437,8,2,2,1
3,1.57959974277765,8,2,1,2
1,1.91214575432241,8,1,2,2
3,3.52481572935358,8,2,2,1
2,1.49633902916685,8,2,1,1
1,1.28017467353493,8,2,2,2
2,1.41314804228023,8,1,1,2
1,1.67924540257081,8,2,1,1
2,0.981002252083272,8,1,2,1
4,3.40830186288804,8,1,2,1
4,1.79558238526806,8,1,1,2
3,1.41350090363994,8,2,2,2
2,1.99524135654792,8,2,2,2
3,1.66267964895815,8,1,1,1
4,1.36349092749879,8,2,1,2
1,1.76234523067251,8,2,1,2
4,1.62947992375121,8,1,2,1
1,2.1448471872136,8,1,2,2
4,2.09486950933933,8,1,1,1
4,1.76262293197215,8,2,2,2
2,1.54627112811431,8,1,1,2
4,4.28963642008603,8,1,1,1
3,1.49633389757946,8,2,2,2
4,1.679284340702,8,2,1,2
4,3.00941858207807,8,1,1,2
4,1.39673049654812,8,1,2,2
4,1.38021666090935,8,2,1,1
1,1.69594246009365,8,2,1,1
1,0.764899775851518,8,1,1,1
3,2.29447958106175,8,2,1,2
2,2.01191336102784,8,2,1,1
4,1.62948264041916,8,2,2,2
1,2.37751692673191,8,1,1,2
2,1.52955384645611,8,1,2,2
2,1.08094342146069,8,1,2,1
1,1.41319090500474,8,2,2,2
2,1.33004821417853,8,2,2,1
3,2.07857149513438,8,2,2,2
3,1.67934350343421,8,2,2,1
4,1.61275056842715,8,2,1,1
4,1.34683854319155,8,1,1,2
2,0.831337259151042,8,2,1,2
2,1.47987560229376,8,2,1,1
2,1.04758311342448,8,1,1,1
2,0.831420267000794,8,2,2,2
2,1.24694627290592,8,2,1,2
1,1.24694295274094,8,1,1,2
2,0.914493230637163,8,1,1,2
3,1.41334967780858,8,1,2,2
3,1.16384674655274,8,2,1,1
4,0.93118847720325,8,2,1,1
2,1.91192148067057,8,2,1,1
1,0.997504919301718,8,1,2,2
2,1.29682253021747,8,2,2,2
1,1.79572546156123,8,2,2,2
3,1.64611087646335,8,1,2,1
4,2.17818546108902,8,1,1,1
1,1.67936221789569,8,1,2,1
3,3.55806797603145,8,1,2,2
4,2.71021778695285,8,1,1,2
4,1.41343208216131,8,1,2,2
1,1.18049641419202,8,1,2,1
4,3.92380224214867,8,1,2,1
3,2.31116094300523,8,2,2,2
4,1.46309131011367,8,1,1,2
1,1.74584709154442,8,2,1,2
2,1.56303670583293,8,1,2,2
1,1.29692515870556,8,2,2,1
1,1.67918442934752,8,2,2,1
4,1.96200450416654,8,1,2,1
4,1.2304387758486,8,1,2,2
4,0.615099856164306,8,2,2,1
2,5.00439310492948,8,1,1,2
2,1.61273668333888,8,1,1,2
1,1.61286647804081,8,2,1,1
3,1.14728220039979,8,2,1,2
1,0.98106926260516,8,1,1,1
3,2.69349567545578,8,2,2,1
1,1.51313418755308,8,1,2,2
4,1.94533551810309,8,1,1,1
1,1.71241101855412,8,2,1,1
4,1.31350630661473,8,2,1,1
1,0.897912686225027,8,2,1,2
2,1.81234705680981,8,1,2,2
1,1.49639305984601,8,1,1,1
2,3.92388253379613,8,1,1,1
1,0.864631462376565,8,1,2,2
3,3.75751293636858,8,2,1,2
1,5.05426815431565,8,2,2,1
4,3.22555667674169,8,1,1,1
2,2.46074413508177,8,2,1,1
3,4.28958933195099,8,2,1,1
3,2.85949641373008,8,1,1,1
4,2.59380443673581,8,2,2,1
2,4.52236502012238,8,1,1,2
3,4.13990984996781,8,1,1,1
3,2.14483118988574,8,2,1,1
3,2.06178267579526,8,2,2,1
4,1.39673442067578,8,2,1,1
4,1.47982821194455,8,1,1,1
2,0.798190357163548,8,2,2,1
4,1.94526337692514,8,2,2,2
2,1.97862127004191,8,1,1,1
4,1.51302703144029,8,1,2,2
4,1.67935769027099,8,2,1,2
4,1.49646037211642,8,2,2,1
3,1.42990969587117,8,1,2,2
1,2.61021745484322,8,1,1,2
2,1.7957686255686,8,2,2,1
3,0.881337575614452,8,1,2,2
3,2.5104607148096,8,1,2,2
4,1.72910837829113,8,2,2,2
2,2.37766060698777,8,1,2,1
3,2.12825939944014,8,2,1,1
2,1.23032950703055,8,2,1,2
2,1.24693419924006,8,2,1,1
4,3.02582465810701,8,2,1,2
4,1.84551086183637,8,2,1,2
2,1.64605805324391,8,1,1,2
2,2.19491964625195,8,1,2,1
4,1.56299052247778,8,1,1,1
1,2.06158043723553,8,1,1,1
2,1.96198609145358,8,2,2,1
3,1.57963415374979,8,2,2,2
2,1.28023474151269,8,1,2,1
1,2.56039703963324,8,1,1,2
3,4.57225757697597,8,2,1,2
3,1.928682832513,8,1,1,1
4,1.61269472632557,8,1,2,1
3,1.57960125198588,8,2,1,2
2,1.36346708144993,8,2,2,1
4,2.24442945932969,8,1,2,2
4,1.61280671181157,8,2,1,2
1,1.52960334997624,8,1,1,2
3,2.36086725909263,8,1,1,2
2,1.87876310897991,8,2,1,1
4,2.19485505064949,8,1,2,1
4,2.8430275535211,8,1,1,2
1,1.56290389224887,8,2,1,2
4,1.59610482491553,8,2,2,1
2,1.08083354867995,8,1,2,1
2,2.8097285204567,8,2,1,2
1,1.81238086428493,8,2,1,2
4,1.42997700814158,8,2,2,2
4,1.56295581068844,8,1,2,1
2,1.41317309625447,8,1,2,1
2,1.62958617461845,8,2,2,2
3,2.47721782512963,8,1,1,1
2,2.32777046458796,8,2,2,2
3,5.60276843467727,8,2,2,1
2,1.8621584167704,8,1,1,1
2,2.22798655834049,8,2,2,2
2,0.897925364319235,8,2,2,2
2,1.4466082630679,8,2,1,1
2,2.19464888842776,8,2,2,2
3,1.7292731879279,8,1,2,1
2,4.37260162411258,8,1,2,1
4,1.57945153489709,8,1,2,2
4,2.66025248449296,8,1,1,2
1,5.17065826244652,9,1,2,1
2,2.90955921355635,9,2,1,1
4,2.09489395888522,9,2,2,2
2,2.27784530771896,9,1,2,1
1,3.22526841098443,9,1,1,2
1,2.9927800828591,9,2,2,1
3,2.44402262754738,9,2,2,2
1,6.21824711095542,9,1,2,2
1,3.82410194771364,9,2,2,1
2,2.26133569795638,9,2,2,1
3,1.3302794303745,9,2,2,1
1,5.03784879716113,9,1,2,2
1,6.10174622479826,9,1,1,2
1,4.6554515818134,9,2,2,2
3,4.60574164334685,9,1,2,2
3,1.86231356719509,9,2,1,2
1,4.37267406797037,9,1,1,1
1,2.09482030803338,9,2,2,2
3,3.70776526723057,9,2,2,1
1,4.93800935056061,9,2,1,2
4,2.80995007697493,9,2,2,1
3,1.06415399815887,9,1,1,1
4,1.4134009918198,9,2,1,2
3,1.14717685524374,9,2,2,2
4,2.82646602578461,9,1,1,2
3,1.64603752782568,9,1,1,1
4,1.08091233158484,9,1,2,2
2,2.80984925990924,9,1,2,1
1,3.55821286328137,9,1,2,2
3,4.82170738233253,9,1,1,2
4,1.92857326101512,9,1,2,2
4,5.28696928592399,9,1,1,2
1,5.00445649307221,9,2,1,1
3,1.82905528321862,9,1,2,1
2,4.15665852371603,9,1,1,1
1,2.06174373719841,9,2,2,2
4,2.01172017771751,9,2,1,1
4,2.80996245285496,9,1,1,2
3,3.60787541139871,9,2,1,1
2,4.80490226298571,9,2,1,1
1,6.23504558997229,9,1,2,1
4,2.62682124134153,9,1,2,1
3,4.67205446306616,9,2,1,1
3,1.49643924273551,9,1,1,2
2,1.61278829909861,9,2,1,1
3,1.86224384000525,9,1,2,1
2,5.27036308450624,9,1,1,1
2,1.5461573312059,9,2,2,2
3,2.54380049742758,9,1,2,1
2,4.12333051301539,9,2,1,1
3,3.65790440421551,9,2,2,2
1,6.51739236572757,9,1,1,1
4,1.84550603246316,9,2,2,1
4,1.44626717409119,9,1,2,2
2,2.49408693658188,9,1,2,2
2,2.47748133912683,9,1,2,2
1,2.67697580298409,9,1,1,1
3,3.05931476177648,9,1,1,1
3,2.56044201506302,9,1,1,2
3,2.44422335736454,9,2,2,1
4,3.07591824606061,9,2,1,2
1,3.15901233907789,9,2,1,2
2,4.87147437036037,9,2,1,2
4,2.64358893176541,9,1,2,1
2,2.52707778243348,9,2,2,1
4,1.47968272073194,9,2,2,1
4,1.23051665304229,9,2,1,2
3,2.27757153147832,9,2,1,1
1,3.89045279985294,9,1,1,2
1,2.70997419534251,9,1,1,2
3,2.06179233500734,9,1,2,1
2,3.35852340515703,9,2,1,1
4,2.36105108493939,9,1,1,1
2,2.24454265274107,9,2,1,1
1,3.59139417530969,9,2,1,1
2,2.72681402741,9,1,1,1
3,1.57938361912966,9,2,1,2
3,4.35591814946383,9,2,2,1
4,5.45333012938499,9,1,1,1
2,1.51297813188285,9,2,1,2
4,3.09239616198465,9,1,1,1
3,1.51315561914816,9,2,1,2
3,2.95943818753585,9,1,2,1
3,1.42991241253912,9,2,2,2
4,0.997598492074758,9,1,2,2
4,2.02855789707974,9,1,2,1
1,2.27795367175713,9,1,1,1
1,2.46065207151696,9,2,2,1
3,2.02851865720004,9,1,1,1
1,1.67935527535155,9,2,2,2
3,2.90970742097124,9,1,2,2
1,1.57967369537801,9,2,1,2
2,2.80980941606686,9,2,1,2
1,4.33955161599442,9,1,1,2
4,2.36087842751294,9,2,1,1
1,2.66030711866915,9,1,1,2
2,4.38936931453645,9,1,2,1
1,6.7001496264711,9,1,1,2
2,1.41328870411962,9,2,1,2
2,1.39662545314059,9,2,2,2
4,2.89280420076102,9,1,2,2
1,6.71676518488675,9,1,2,2
2,3.49185054050758,9,2,2,1
4,1.82902449509129,9,1,1,1
3,1.6128498762846,9,2,1,2
3,0.881375910714269,9,1,2,2
3,0.8813665532507,9,1,2,2
3,1.29689255869016,9,1,2,1
2,1.94525824487209,9,2,2,1
1,3.55801967997104,9,1,2,1
2,1.94547406723723,9,2,1,2
4,1.92868766188622,9,2,1,1
3,2.3277420909144,9,2,1,1
4,3.59128732094541,9,1,1,2
2,2.41089625190943,9,2,2,2
3,2.09489788301289,9,1,1,2
4,2.56039341771975,9,1,2,2
4,1.24718895927072,9,2,2,2
3,2.59384458232671,9,2,2,1
2,2.97623304370791,9,1,1,1
1,2.09501620801166,9,1,2,1
4,2.19469718402252,9,2,2,2
1,1.2635494559072,9,2,2,1
4,3.42515618400648,9,2,1,1
2,2.59369486523792,9,1,1,2
2,1.74582596216351,9,2,1,2
2,1.96208570152521,9,2,2,2
4,1.47965313959867,9,2,2,2
2,2.77668786980212,9,2,1,2
4,1.09765828866512,9,2,1,2
3,0.964536712039262,9,1,2,1
1,1.84581814380363,9,2,1,2
3,1.59618572006002,9,2,2,2
3,1.8124303673394,9,1,1,2
2,1.496531910263,9,1,1,2
1,1.54636530485004,9,2,2,1
4,1.94535242207348,9,2,2,1
4,5.07111160876229,9,1,2,1
3,1.09754117159173,9,1,1,1
1,2.52701831795275,9,1,2,2
1,2.89305262221023,9,2,2,2
3,2.42728693364188,9,2,1,1
1,1.21374443499371,9,2,2,1
2,1.59627506742254,9,2,1,2
4,2.2447014246136,9,1,1,2
3,1.42985536344349,9,2,1,1
2,1.44633901398629,9,1,1,1
3,4.14000885654241,9,1,1,1
4,2.37770075304434,9,1,1,1
1,1.56290389224887,9,2,1,1
3,1.62954331189394,9,2,1,2
3,1.16401789477095,9,2,1,2
4,1.11403689626604,9,2,1,2
1,2.47730264440179,9,1,1,2
3,2.26123699359596,9,1,2,1
2,3.27527144504711,9,2,1,2
1,3.67446593148634,9,1,2,1
3,3.10922361817211,9,1,1,1
4,2.8930209283717,9,1,2,2
1,3.85749606275931,9,2,2,1
2,2.62709441408515,9,1,2,2
4,3.40824692649767,9,2,2,2
3,1.54645857634023,9,1,2,2
3,1.4134565317072,9,2,2,2
2,1.44640421308577,9,1,2,1
1,1.29683369863778,9,1,1,2
1,2.64363662386313,9,1,2,2
3,1.3633520770818,9,1,1,2
1,2.46074926713482,9,1,1,1
2,4.00698900269344,9,1,2,1
3,1.61281033465639,9,2,2,2
3,0.997739455662668,9,1,1,2
2,2.09475691989064,9,2,2,1
1,5.00457783602178,9,1,2,1
2,2.32773152599111,9,1,2,1
3,1.71252270275727,9,2,1,2
3,1.61267420044169,9,2,1,2
1,1.3301239782013,9,2,1,2
2,2.09488248871639,9,1,1,1
2,3.19223440112546,9,2,2,1
3,3.52483595255762,9,1,1,1
4,2.82657257886603,9,1,2,1
3,0.980993800330907,9,1,2,1
1,1.59611297445372,9,2,2,1
1,2.12821864942089,9,2,1,2
1,4.28953439556062,9,1,1,1
3,2.92608753824607,9,2,1,1
4,1.29705012403429,9,1,2,2
3,2.42753414763138,9,2,2,1
1,5.20382387842983,9,2,2,2
2,2.49401117255911,9,1,2,2
4,4.52228382276371,9,2,1,1
3,2.27796061430126,9,2,2,1
2,2.52706661401317,9,2,1,1
2,5.68620029650629,9,1,1,2
4,2.64384006988257,9,2,1,1
3,1.99502493115142,9,2,2,1
4,2.12805414199829,9,1,2,2
1,3.62436268432066,9,2,2,1
3,1.46351933153346,9,1,1,2
2,2.82637516921386,9,1,2,2
3,2.4939553309232,9,2,1,2
1,6.25140578439459,9,1,1,2
1,3.64116025762632,9,1,1,1
4,2.09484234265983,9,2,2,1
3,1.46314594475552,9,1,1,1
1,2.72679259581491,9,1,1,2
2,3.42485342966393,9,1,2,2
1,2.09519399655983,9,2,2,2
3,1.04761782567948,9,1,1,1
3,1.16403177985922,9,1,2,2
1,2.21138488454744,9,2,1,1
3,2.47757310094312,9,1,2,1
2,3.60786877060309,9,2,2,2
4,6.63375289272517,9,2,1,1
2,4.13985068770126,9,1,1,1
1,2.27800558926538,9,2,2,2
4,6.84999995445833,9,1,2,2
1,6.65020937751979,9,1,2,1
3,2.74329194286838,9,2,2,1
1,5.00429741851985,9,2,1,2
